# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
222.703,1124.988,-42.368,0.088,2.328e4,9.789,229.946,12.104,7.62,884.346,0.001,0.126
223.203,1055.524,-42.323,0.088,2.328e4,9.789,229.937,12.104,7.758,886.598,0.001,0.126
223.703,986.132,-42.279,0.088,2.328e4,9.789,229.929,12.104,7.895,888.848,0.001,0.126
224.203,916.812,-42.236,0.087,2.328e4,9.789,229.916,12.104,8.032,891.095,0.001,0.126
224.703,847.564,-42.192,0.087,2.328e4,9.789,229.91,12.104,8.17,893.34,0.001,0.125
225.203,778.387,-42.149,0.086,2.328e4,9.789,229.904,12.104,8.307,895.583,0.001,0.125
225.703,709.281,-42.105,0.086,2.328e4,9.789,229.893,12.104,8.444,897.824,0.001,0.125
226.203,640.246,-42.062,0.087,2.328e4,9.789,229.921,12.104,8.58,900.128,0.001,0.125
226.204,640.108,-42.062,332.767,2.328e4,9.789,7975.391,419.87,8.581,900.133,0.001,0.125
226.207,639.698,-41.062,316.678,2.328e4,9.789,7600.813,419.87,8.582,900.147,0.001,0.122
226.21,639.278,-40.062,300.976,2.328e4,9.789,7235.243,419.87,8.582,900.161,0.001,0.119
226.214,638.846,-39.063,285.66,2.328e4,9.789,6878.681,419.87,8.583,900.176,0.001,0.116
226.217,638.404,-38.063,270.732,2.328e4,9.789,6531.127,419.87,8.584,900.191,0.001,0.113
226.221,637.948,-37.063,256.191,2.328e4,9.789,6192.582,419.87,8.585,900.206,0.001,0.11
226.225,637.48,-36.063,242.036,2.328e4,9.789,5863.046,419.87,8.586,900.222,0.001,0.107
226.229,636.998,-35.063,228.269,2.328e4,9.789,5542.518,419.87,8.587,900.239,0.001,0.104
226.233,636.501,-34.063,214.888,2.328e4,9.789,5231,419.87,8.588,900.256,0.001,0.101
226.238,635.989,-33.063,201.895,2.328e4,9.789,4928.491,419.87,8.589,900.273,0.001,0.098
226.243,635.46,-32.063,189.288,2.328e4,9.789,4634.991,419.87,8.59,900.291,0.001,0.095
226.248,634.913,-31.063,177.068,2.328e4,9.789,4350.501,419.87,8.591,900.31,0.001,0.092
226.254,634.347,-30.063,165.235,2.328e4,9.789,4074.973,419.87,8.592,900.329,0.001,0.089
226.26,633.76,-29.063,153.787,2.328e4,9.789,3808.429,419.87,8.593,900.349,0.001,0.086
226.266,633.15,-28.063,142.727,2.328e4,9.789,3550.897,419.87,8.594,900.37,0.001,0.083
226.273,632.517,-27.063,132.054,2.328e4,9.789,3302.378,419.87,8.596,900.391,0.001,0.08
226.281,631.857,-26.063,121.767,2.328e4,9.789,3062.871,419.87,8.597,900.414,0.001,0.077
226.289,631.168,-25.063,111.868,2.328e4,9.789,2832.377,419.87,8.598,900.437,0.001,0.074
226.298,630.448,-24.063,102.356,2.328e4,9.789,2610.898,419.87,8.6,900.462,0.001,0.072
226.308,629.693,-23.063,93.231,2.328e4,9.789,2398.449,419.87,8.601,900.487,0.001,0.069
226.318,628.899,-22.063,84.493,2.328e4,9.789,2195.017,419.87,8.603,900.514,0.001,0.066
226.33,628.061,-21.064,76.143,2.328e4,9.789,2000.597,419.87,8.605,900.543,0.001,0.063
226.343,627.175,-20.064,68.179,2.328e4,9.789,1815.188,419.87,8.606,900.573,0.001,0.06
226.358,626.234,-19.064,60.603,2.328e4,9.789,1638.787,419.87,8.608,900.605,0.001,0.057
226.375,625.229,-18.064,53.413,2.328e4,9.789,1471.4,419.87,8.61,900.639,0.001,0.054
226.393,624.15,-17.064,46.611,2.328e4,9.789,1313.034,419.87,8.612,900.676,0.001,0.051
226.415,622.984,-16.064,40.196,2.328e4,9.789,1163.687,419.87,8.615,900.716,0.001,0.048
226.44,621.714,-15.064,34.168,2.328e4,9.789,1023.352,419.87,8.617,900.759,0.001,0.045
226.469,620.315,-14.064,28.527,2.328e4,9.789,892.029,419.87,8.62,900.807,0.001,0.042
226.504,618.756,-13.064,23.274,2.328e4,9.789,769.735,419.87,8.623,900.86,0.001,0.039
226.547,616.984,-12.064,18.408,2.328e4,9.789,656.491,419.87,8.627,900.92,0.001,0.036
226.601,614.924,-11.064,13.928,2.328e4,9.789,552.163,419.87,8.631,900.99,0.001,0.033
226.673,612.436,-10.064,9.836,2.328e4,9.789,456.891,419.87,8.636,901.075,0.001,0.03
226.775,609.246,-9.064,6.132,2.328e4,9.789,370.667,419.87,8.642,901.184,0.001,0.027
226.938,604.665,-8.064,2.825,2.328e4,9.789,293.881,419.87,8.651,901.34,0.001,0.024
227.258,596.675,-7.16,0.156,2.328e4,9.789,231.633,419.87,8.667,901.612,0.001,0.021
227.618,588.247,-7.104,0.003,2.328e4,9.789,228.056,419.87,8.683,901.899,0.001,0.021
227.981,579.788,-7.103,-0.002,2.328e4,9.789,227.862,419.87,8.7,902.187,0.001,0.021
228.344,571.331,-7.104,0.004,2.328e4,9.789,228.047,419.87,8.717,902.475,0.001,0.021
228.706,562.876,-7.102,9.182e-4,2.328e4,9.789,227.927,419.87,8.734,902.763,0.001,0.021
229.069,554.424,-7.102,0.003,2.328e4,9.789,227.993,419.87,8.75,903.051,0.001,0.021
229.432,545.974,-7.101,0.002,2.328e4,9.789,227.955,419.87,8.767,903.338,0.001,0.021
229.795,537.526,-7.1,0.002,2.328e4,9.789,227.946,419.87,8.784,903.626,0.001,0.021
230.157,529.08,-7.099,0.006,2.328e4,9.789,228.102,419.87,8.801,903.914,0.001,0.021
230.52,520.637,-7.097,0.002,2.328e4,9.789,227.994,419.87,8.817,904.201,0.001,0.021
230.882,512.196,-7.097,0.006,2.328e4,9.789,228.155,419.87,8.834,904.489,0.001,0.021
231.245,503.757,-7.095,0.008,2.328e4,9.789,228.342,419.87,8.851,904.776,0.001,0.021
231.607,495.322,-7.092,-0.007,2.328e4,9.789,227.772,419.87,8.868,905.063,0.001,0.021
231.97,486.885,-7.094,0.001,2.328e4,9.789,227.925,419.87,8.884,905.351,0.001,0.021
232.332,478.452,-7.094,0.004,2.328e4,9.789,228.022,419.87,8.901,905.638,0.001,0.021
232.694,470.022,-7.093,0.01,2.328e4,9.789,228.362,419.87,8.918,905.925,0.001,0.021
233.056,461.595,-7.089,-0.007,2.328e4,9.789,227.74,419.87,8.934,906.212,0.001,0.021
233.419,453.167,-7.091,0.003,2.328e4,9.789,227.959,419.87,8.951,906.499,0.001,0.021
233.781,444.743,-7.09,0.002,2.328e4,9.789,227.956,419.87,8.968,906.786,0.001,0.021
234.143,436.322,-7.089,0.006,2.328e4,9.789,228.112,419.87,8.984,907.072,0.001,0.021
234.505,427.903,-7.087,-5.64e-4,2.328e4,9.789,227.891,419.87,9.001,907.359,0.001,0.021
234.867,419.485,-7.087,0.002,2.328e4,9.789,227.952,419.87,9.018,907.646,0.001,0.021
235.229,411.069,-7.087,0.005,2.328e4,9.789,228.069,419.87,9.034,907.932,0.001,0.021
235.591,402.657,-7.085,4.413e-4,2.328e4,9.789,227.917,419.87,9.051,908.219,0.001,0.021
235.953,394.245,-7.085,0.002,2.328e4,9.789,227.952,419.87,9.068,908.505,0.001,0.021
236.314,385.836,-7.084,0.004,2.328e4,9.789,228.008,419.87,9.084,908.792,0.001,0.021
236.676,377.43,-7.083,0.003,2.328e4,9.789,228.025,419.87,9.101,909.078,0.001,0.021
237.038,369.026,-7.081,4.938e-4,2.328e4,9.789,227.912,419.87,9.118,909.364,0.001,0.021
237.4,360.623,-7.081,0.006,2.328e4,9.789,228.143,419.87,9.134,909.65,0.001,0.021
237.761,352.224,-7.079,7.831e-4,2.328e4,9.789,227.971,419.87,9.151,909.936,0.001,0.021
238.123,343.825,-7.079,9.395e-4,2.328e4,9.789,227.939,419.87,9.168,910.222,0.001,0.021
238.484,335.429,-7.078,0.006,2.328e4,9.789,228.134,419.87,9.184,910.508,0.001,0.021
238.846,327.036,-7.076,-0.001,2.328e4,9.789,227.888,419.87,9.201,910.794,0.001,0.021
239.207,318.644,-7.077,0.004,2.328e4,9.789,228.051,419.87,9.218,911.08,0.001,0.021
239.569,310.254,-7.075,0.003,2.328e4,9.789,228.03,419.87,9.234,911.366,0.001,0.021
239.93,301.867,-7.074,1.375e-4,2.328e4,9.789,227.912,419.87,9.251,911.651,0.001,0.021
240.43,290.263,-7.074,0.008,2.328e4,9.789,228.183,419.87,9.274,912.046,0.001,0.021
240.791,281.882,-7.071,-0.002,2.328e4,9.789,227.866,419.87,9.29,912.332,0.001,0.021
241.152,273.501,-7.072,0.002,2.328e4,9.789,227.959,419.87,9.307,912.617,0.001,0.021
241.514,265.123,-7.071,0.014,2.328e4,9.789,228.496,419.87,9.324,912.902,0.001,0.021
241.875,256.749,-7.066,-0.008,2.328e4,9.79,227.739,419.87,9.34,913.188,0.001,0.021
242.236,248.373,-7.069,0.002,2.328e4,9.79,227.969,419.87,9.357,913.473,0.001,0.021
242.597,240.002,-7.068,0.002,2.328e4,9.79,227.956,419.87,9.373,913.758,0.001,0.021
242.958,231.632,-7.067,0.012,2.328e4,9.79,228.394,419.87,9.39,914.043,0.001,0.021
243.319,223.267,-7.063,-0.007,2.328e4,9.79,227.748,419.87,9.407,914.328,0.001,0.021
243.68,214.899,-7.066,0.003,2.328e4,9.79,227.968,419.87,9.423,914.613,0.001,0.021
244.041,206.536,-7.065,0.008,2.328e4,9.79,228.201,419.87,9.44,914.898,0.001,0.021
244.401,198.176,-7.062,8.024e-4,2.328e4,9.79,228.007,419.87,9.456,915.182,0.001,0.021
244.762,189.817,-7.062,-7.622e-5,2.328e4,9.79,227.927,419.87,9.473,915.467,0.001,0.021
245.262,178.233,-7.062,0.003,2.328e4,9.79,227.985,419.87,9.496,915.861,0.001,0.021
245.623,169.879,-7.061,0.004,2.328e4,9.79,228.04,419.87,9.512,916.146,0.001,0.021
245.983,161.528,-7.059,7.692e-4,2.328e4,9.79,227.929,419.87,9.529,916.43,0.001,0.021
246.344,153.177,-7.059,0.003,2.328e4,9.79,227.974,419.87,9.545,916.715,0.001,0.021
246.704,144.83,-7.058,0.002,2.328e4,9.79,227.954,419.87,9.562,916.999,0.001,0.021
247.065,136.484,-7.057,0.015,2.328e4,9.79,228.555,419.87,9.578,917.283,0.001,0.021
247.425,128.144,-7.052,-0.01,2.328e4,9.79,227.676,419.87,9.595,917.567,0.001,0.021
247.786,119.8,-7.055,0.002,2.328e4,9.79,227.958,419.87,9.612,917.851,0.001,0.021
248.146,111.46,-7.055,0.003,2.328e4,9.79,228.006,419.87,9.628,918.135,0.001,0.021
248.506,103.123,-7.053,0.002,2.328e4,9.79,227.945,419.87,9.645,918.419,0.001,0.021
248.866,94.788,-7.053,0.003,2.328e4,9.79,227.984,419.87,9.661,918.703,0.001,0.021
249.226,86.455,-7.052,0.002,2.328e4,9.79,227.964,419.87,9.678,918.987,0.001,0.021
249.587,78.124,-7.051,0.025,2.328e4,9.79,229.014,419.87,9.694,919.27,0.001,0.021
249.947,69.8,-7.042,-0.018,2.328e4,9.79,227.529,419.87,9.711,919.554,0.001,0.021
250.307,61.469,-7.049,0.002,2.328e4,9.79,227.996,419.87,9.727,919.838,0.001,0.021
250.667,53.145,-7.048,0.001,2.328e4,9.79,227.949,419.87,9.744,920.121,0.001,0.021
251.027,44.822,-7.047,0.002,2.328e4,9.79,227.955,419.87,9.76,920.405,0.001,0.021
251.387,36.501,-7.047,0.013,2.328e4,9.79,228.463,419.87,9.777,920.688,0.001,0.021
251.747,28.185,-7.042,-0.004,2.328e4,9.79,227.894,419.87,9.793,920.971,0.001,0.021
252.107,19.868,-7.044,0.011,2.328e4,9.79,228.464,419.87,9.81,921.254,0.001,0.021
252.467,11.555,-7.04,-0.01,2.328e4,9.79,227.674,419.87,9.826,921.537,0.001,0.021
252.826,3.24,-7.043,0.01,2.328e4,9.79,228.329,419.87,9.842,921.821,0.001,0.021
252.967,0,-7.042,-2.569e-5,2.328e4,9.79,227.924,419.87,9.849,921.931,0.001,0.021
