# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
24.507,2.827e4,167.677,-11.571,2.328e4,9.763,42.023,0.348,-46.15,289.332,4.44e-4,0.553
24.557,2.829e4,167.099,-11.556,2.328e4,9.763,41.681,0.348,-46.204,288.961,4.436e-4,0.551
24.607,2.832e4,166.521,-11.541,2.328e4,9.763,41.342,0.348,-46.259,288.591,4.431e-4,0.549
24.657,2.835e4,165.945,-11.527,2.328e4,9.763,41.004,0.348,-46.313,288.222,4.426e-4,0.548
24.707,2.837e4,165.369,-11.511,2.328e4,9.763,40.669,0.348,-46.367,287.854,4.422e-4,0.546
24.757,2.84e4,164.794,-11.495,2.328e4,9.763,40.338,0.348,-46.42,287.488,4.417e-4,0.544
24.807,2.843e4,164.219,-11.48,2.328e4,9.763,40.007,0.348,-46.474,287.123,4.413e-4,0.542
24.857,2.846e4,163.646,-11.465,2.328e4,9.763,39.68,0.348,-46.527,286.759,4.408e-4,0.54
24.907,2.848e4,163.073,-11.45,2.328e4,9.763,39.356,0.348,-46.58,286.397,4.404e-4,0.538
24.957,2.851e4,162.501,-11.436,2.328e4,9.763,39.033,0.348,-46.633,286.035,4.399e-4,0.537
25.007,2.854e4,161.929,-11.421,2.328e4,9.763,38.713,0.348,-46.686,285.676,4.395e-4,0.535
25.057,2.856e4,161.358,-11.409,2.328e4,9.763,38.39,0.348,-46.738,285.317,4.39e-4,0.533
25.107,2.859e4,160.788,-11.396,2.328e4,9.763,38.075,0.348,-46.791,284.976,4.386e-4,0.531
25.157,2.861e4,160.219,-11.383,2.328e4,9.763,37.764,0.348,-46.843,284.641,4.382e-4,0.529
25.207,2.864e4,159.65,-11.371,2.328e4,9.763,37.451,0.347,-46.895,284.307,4.378e-4,0.528
25.257,2.867e4,159.082,-11.36,2.328e4,9.763,37.141,0.347,-46.946,283.974,4.373e-4,0.526
25.307,2.869e4,158.514,-11.349,2.328e4,9.763,36.834,0.347,-46.998,283.643,4.369e-4,0.524
25.357,2.872e4,157.947,-11.336,2.328e4,9.763,36.53,0.347,-47.049,283.313,4.365e-4,0.522
25.407,2.875e4,157.38,-11.322,2.328e4,9.763,36.229,0.347,-47.101,282.983,4.361e-4,0.52
25.457,2.877e4,156.815,-11.308,2.328e4,9.763,35.928,0.347,-47.152,282.656,4.357e-4,0.518
25.507,2.88e4,156.25,-11.295,2.328e4,9.763,35.63,0.347,-47.203,282.329,4.353e-4,0.517
25.557,2.882e4,155.685,-11.281,2.328e4,9.763,35.333,0.347,-47.253,282.003,4.349e-4,0.515
25.607,2.885e4,155.121,-11.269,2.328e4,9.763,35.036,0.347,-47.304,281.679,4.345e-4,0.513
25.657,2.887e4,154.558,-11.256,2.328e4,9.763,34.743,0.347,-47.354,281.356,4.341e-4,0.511
25.707,2.89e4,153.996,-11.243,2.328e4,9.763,34.452,0.347,-47.404,281.034,4.337e-4,0.509
25.757,2.892e4,153.434,-11.229,2.328e4,9.763,34.163,0.347,-47.454,280.713,4.333e-4,0.508
25.807,2.895e4,152.873,-11.216,2.328e4,9.763,33.876,0.347,-47.504,280.393,4.329e-4,0.506
25.857,2.897e4,152.312,-11.204,2.328e4,9.763,33.591,0.347,-47.554,280.075,4.325e-4,0.504
25.907,2.9e4,151.753,-11.191,2.328e4,9.763,33.308,0.347,-47.603,279.757,4.321e-4,0.502
25.957,2.902e4,151.193,-11.177,2.328e4,9.763,33.032,0.346,-47.652,279.441,4.317e-4,0.5
26.007,2.905e4,150.635,-11.166,2.328e4,9.763,32.75,0.346,-47.701,279.126,4.313e-4,0.499
26.057,2.907e4,150.077,-11.154,2.328e4,9.763,32.472,0.346,-47.75,278.812,4.309e-4,0.497
26.107,2.91e4,149.519,-11.141,2.328e4,9.763,32.2,0.346,-47.799,278.5,4.305e-4,0.495
26.157,2.912e4,148.963,-11.129,2.328e4,9.763,31.927,0.346,-47.847,278.188,4.301e-4,0.493
26.207,2.915e4,148.407,-11.119,2.328e4,9.763,31.654,0.346,-47.896,277.878,4.298e-4,0.491
26.257,2.917e4,147.851,-11.106,2.328e4,9.762,31.389,0.346,-47.944,277.568,4.294e-4,0.49
26.307,2.919e4,147.296,-11.096,2.328e4,9.762,31.119,0.346,-47.992,277.26,4.29e-4,0.488
26.357,2.922e4,146.741,-11.085,2.328e4,9.762,30.852,0.346,-48.04,276.954,4.286e-4,0.486
26.407,2.924e4,146.187,-11.075,2.328e4,9.762,30.587,0.346,-48.087,276.648,4.282e-4,0.484
26.457,2.927e4,145.634,-11.065,2.328e4,9.762,30.326,0.346,-48.135,276.343,4.278e-4,0.482
26.507,2.929e4,145.081,-11.056,2.328e4,9.762,30.065,0.346,-48.182,276.04,4.275e-4,0.481
26.557,2.931e4,144.528,-11.048,2.328e4,9.762,29.806,0.346,-48.229,275.738,4.271e-4,0.479
26.607,2.934e4,143.976,-11.038,2.328e4,9.762,29.55,0.346,-48.276,275.436,4.267e-4,0.477
26.657,2.936e4,143.424,-11.028,2.328e4,9.762,29.295,0.346,-48.322,275.137,4.263e-4,0.475
26.707,2.939e4,142.873,-11.016,2.328e4,9.762,29.04,0.346,-48.369,274.838,4.259e-4,0.474
26.757,2.941e4,142.323,-11.008,2.328e4,9.762,28.787,0.346,-48.415,274.54,4.256e-4,0.472
26.807,2.943e4,141.773,-10.996,2.328e4,9.762,28.534,0.345,-48.462,274.244,4.252e-4,0.47
26.857,2.946e4,141.223,-10.983,2.328e4,9.762,28.282,0.345,-48.508,273.948,4.248e-4,0.468
26.907,2.948e4,140.674,-10.97,2.328e4,9.762,28.031,0.345,-48.553,273.654,4.245e-4,0.466
26.957,2.95e4,140.126,-10.958,2.328e4,9.762,27.781,0.345,-48.599,273.361,4.241e-4,0.465
27.007,2.952e4,139.578,-10.945,2.328e4,9.762,27.536,0.345,-48.644,273.069,4.237e-4,0.463
27.057,2.955e4,139.031,-10.933,2.328e4,9.762,27.292,0.345,-48.69,272.778,4.234e-4,0.461
27.107,2.957e4,138.485,-10.921,2.328e4,9.762,27.052,0.345,-48.735,272.489,4.23e-4,0.459
27.157,2.959e4,137.939,-10.909,2.328e4,9.762,26.816,0.345,-48.78,272.2,4.226e-4,0.458
27.207,2.962e4,137.394,-10.898,2.328e4,9.762,26.581,0.345,-48.824,271.913,4.223e-4,0.456
27.257,2.964e4,136.85,-10.886,2.328e4,9.762,26.352,0.345,-48.869,271.627,4.219e-4,0.454
27.307,2.966e4,136.306,-10.876,2.328e4,9.762,26.118,0.345,-48.913,271.341,4.215e-4,0.452
27.357,2.968e4,135.762,-10.866,2.328e4,9.762,25.884,0.345,-48.958,271.058,4.212e-4,0.45
27.407,2.97e4,135.219,-10.856,2.328e4,9.762,25.652,0.345,-49.002,270.775,4.208e-4,0.449
27.457,2.973e4,134.676,-10.847,2.328e4,9.762,25.415,0.345,-49.045,270.493,4.205e-4,0.447
27.507,2.975e4,134.134,-10.839,2.328e4,9.762,25.182,0.345,-49.089,270.212,4.201e-4,0.445
27.557,2.977e4,133.593,-10.829,2.328e4,9.762,24.954,0.345,-49.133,269.933,4.198e-4,0.443
27.607,2.979e4,133.051,-10.821,2.328e4,9.762,24.726,0.345,-49.176,269.655,4.194e-4,0.442
27.657,2.981e4,132.51,-10.813,2.328e4,9.762,24.501,0.345,-49.219,269.378,4.191e-4,0.44
27.707,2.984e4,131.97,-10.806,2.328e4,9.762,24.278,0.345,-49.262,269.102,4.187e-4,0.438
27.757,2.986e4,131.43,-10.799,2.328e4,9.762,24.058,0.344,-49.305,268.827,4.184e-4,0.436
27.807,2.988e4,130.89,-10.791,2.328e4,9.762,23.841,0.344,-49.348,268.553,4.18e-4,0.435
27.857,2.99e4,130.351,-10.783,2.328e4,9.762,23.625,0.344,-49.39,268.28,4.177e-4,0.433
27.907,2.992e4,129.812,-10.775,2.328e4,9.762,23.411,0.344,-49.432,268.009,4.173e-4,0.431
27.957,2.994e4,129.273,-10.768,2.328e4,9.762,23.197,0.344,-49.474,267.738,4.17e-4,0.429
28.007,2.996e4,128.735,-10.758,2.328e4,9.762,22.983,0.344,-49.516,267.469,4.167e-4,0.428
28.057,2.999e4,128.197,-10.748,2.328e4,9.762,22.769,0.344,-49.558,267.201,4.163e-4,0.426
28.107,3.001e4,127.66,-10.737,2.328e4,9.762,22.555,0.344,-49.6,266.934,4.16e-4,0.424
28.157,3.003e4,127.124,-10.728,2.328e4,9.762,22.343,0.344,-49.641,266.668,4.156e-4,0.422
28.207,3.005e4,126.588,-10.718,2.328e4,9.762,22.132,0.344,-49.682,266.403,4.153e-4,0.421
28.257,3.007e4,126.052,-10.706,2.328e4,9.762,21.923,0.344,-49.723,266.139,4.15e-4,0.419
28.307,3.009e4,125.517,-10.696,2.328e4,9.762,21.716,0.344,-49.764,265.877,4.146e-4,0.417
28.357,3.011e4,124.982,-10.685,2.328e4,9.762,21.511,0.344,-49.805,265.615,4.143e-4,0.415
28.407,3.013e4,124.448,-10.674,2.328e4,9.762,21.309,0.344,-49.845,265.355,4.14e-4,0.414
28.457,3.015e4,123.915,-10.664,2.328e4,9.762,21.11,0.344,-49.886,265.096,4.136e-4,0.412
28.507,3.017e4,123.382,-10.656,2.328e4,9.762,20.906,0.344,-49.926,264.838,4.133e-4,0.41
28.557,3.019e4,122.849,-10.648,2.328e4,9.762,20.703,0.344,-49.966,264.581,4.13e-4,0.408
28.607,3.021e4,122.317,-10.639,2.328e4,9.762,20.507,0.344,-50.006,264.327,4.127e-4,0.407
28.657,3.023e4,121.785,-10.629,2.328e4,9.761,20.315,0.344,-50.046,264.088,4.124e-4,0.405
28.707,3.025e4,121.254,-10.62,2.328e4,9.761,20.126,0.344,-50.085,263.849,4.121e-4,0.403
28.757,3.027e4,120.723,-10.611,2.328e4,9.761,19.936,0.344,-50.124,263.612,4.118e-4,0.402
28.807,3.029e4,120.193,-10.603,2.328e4,9.761,19.747,0.344,-50.163,263.376,4.115e-4,0.4
28.857,3.031e4,119.663,-10.594,2.328e4,9.761,19.56,0.343,-50.202,263.14,4.112e-4,0.398
28.907,3.033e4,119.134,-10.586,2.328e4,9.761,19.371,0.343,-50.241,262.906,4.109e-4,0.396
28.957,3.035e4,118.604,-10.579,2.328e4,9.761,19.178,0.343,-50.28,262.673,4.106e-4,0.395
29.007,3.037e4,118.076,-10.572,2.328e4,9.761,18.991,0.343,-50.318,262.441,4.103e-4,0.393
29.057,3.039e4,117.547,-10.565,2.328e4,9.761,18.804,0.343,-50.357,262.21,4.1e-4,0.391
29.107,3.041e4,117.019,-10.559,2.328e4,9.761,18.617,0.343,-50.395,261.98,4.097e-4,0.39
29.157,3.043e4,116.491,-10.553,2.328e4,9.761,18.433,0.343,-50.433,261.75,4.094e-4,0.388
29.207,3.045e4,115.964,-10.547,2.328e4,9.761,18.253,0.343,-50.47,261.522,4.091e-4,0.386
29.257,3.046e4,115.437,-10.54,2.328e4,9.761,18.075,0.343,-50.508,261.295,4.088e-4,0.384
29.307,3.048e4,114.91,-10.534,2.328e4,9.761,17.898,0.343,-50.546,261.07,4.086e-4,0.383
29.357,3.05e4,114.383,-10.528,2.328e4,9.761,17.722,0.343,-50.583,260.845,4.083e-4,0.381
29.407,3.052e4,113.857,-10.521,2.328e4,9.761,17.548,0.343,-50.62,260.621,4.08e-4,0.379
29.457,3.054e4,113.331,-10.515,2.328e4,9.761,17.375,0.343,-50.657,260.398,4.077e-4,0.377
29.507,3.056e4,112.806,-10.509,2.328e4,9.761,17.202,0.343,-50.694,260.176,4.074e-4,0.376
29.557,3.058e4,112.28,-10.501,2.328e4,9.761,17.029,0.343,-50.73,259.955,4.072e-4,0.374
29.607,3.06e4,111.756,-10.493,2.328e4,9.761,16.857,0.343,-50.767,259.735,4.069e-4,0.372
29.657,3.061e4,111.231,-10.485,2.328e4,9.761,16.685,0.343,-50.803,259.517,4.066e-4,0.371
29.707,3.063e4,110.707,-10.477,2.328e4,9.761,16.515,0.343,-50.839,259.299,4.063e-4,0.369
29.757,3.065e4,110.183,-10.47,2.328e4,9.761,16.345,0.343,-50.875,259.082,4.061e-4,0.367
29.807,3.067e4,109.66,-10.461,2.328e4,9.761,16.176,0.343,-50.91,258.867,4.058e-4,0.365
29.857,3.069e4,109.137,-10.452,2.328e4,9.761,16.008,0.343,-50.946,258.652,4.055e-4,0.364
29.907,3.07e4,108.615,-10.444,2.328e4,9.761,15.842,0.343,-50.981,258.438,4.052e-4,0.362
29.957,3.072e4,108.093,-10.435,2.328e4,9.761,15.678,0.343,-51.017,258.226,4.05e-4,0.36
30.007,3.074e4,107.571,-10.426,2.328e4,9.761,15.516,0.343,-51.052,258.014,4.047e-4,0.359
30.057,3.076e4,107.05,-10.419,2.328e4,9.761,15.353,0.343,-51.087,257.804,4.044e-4,0.357
30.107,3.077e4,106.53,-10.41,2.328e4,9.761,15.197,0.342,-51.121,257.594,4.042e-4,0.355
30.157,3.079e4,106.009,-10.402,2.328e4,9.761,15.039,0.342,-51.156,257.386,4.039e-4,0.354
30.207,3.081e4,105.489,-10.394,2.328e4,9.761,14.885,0.342,-51.19,257.178,4.036e-4,0.352
30.257,3.083e4,104.97,-10.387,2.328e4,9.761,14.73,0.342,-51.224,256.972,4.034e-4,0.35
30.307,3.084e4,104.451,-10.379,2.328e4,9.761,14.58,0.342,-51.258,256.766,4.031e-4,0.348
30.357,3.086e4,103.932,-10.372,2.328e4,9.761,14.429,0.342,-51.292,256.562,4.029e-4,0.347
30.407,3.088e4,103.413,-10.366,2.328e4,9.761,14.272,0.342,-51.326,256.359,4.026e-4,0.345
30.457,3.089e4,102.895,-10.359,2.328e4,9.761,14.121,0.342,-51.359,256.156,4.023e-4,0.343
30.507,3.091e4,102.377,-10.353,2.328e4,9.761,13.967,0.342,-51.393,255.955,4.021e-4,0.342
30.557,3.093e4,101.86,-10.347,2.328e4,9.761,13.814,0.342,-51.426,255.754,4.018e-4,0.34
30.607,3.094e4,101.343,-10.341,2.328e4,9.761,13.664,0.342,-51.459,255.555,4.016e-4,0.338
30.657,3.096e4,100.826,-10.335,2.328e4,9.761,13.516,0.342,-51.492,255.357,4.013e-4,0.337
30.707,3.098e4,100.309,-10.33,2.328e4,9.761,13.366,0.342,-51.525,255.16,4.011e-4,0.335
30.757,3.099e4,99.793,-10.326,2.328e4,9.761,13.214,0.342,-51.557,254.963,4.008e-4,0.333
30.807,3.101e4,99.277,-10.321,2.328e4,9.761,13.067,0.342,-51.589,254.768,4.006e-4,0.331
30.857,3.103e4,98.761,-10.317,2.328e4,9.761,12.923,0.342,-51.622,254.574,4.003e-4,0.33
30.907,3.104e4,98.245,-10.313,2.328e4,9.761,12.781,0.342,-51.654,254.38,4.001e-4,0.328
30.957,3.106e4,97.729,-10.309,2.328e4,9.761,12.64,0.342,-51.685,254.188,3.998e-4,0.326
31.007,3.108e4,97.214,-10.302,2.328e4,9.761,12.501,0.342,-51.717,253.997,3.996e-4,0.325
31.057,3.109e4,96.699,-10.3,2.328e4,9.761,12.364,0.342,-51.749,253.807,3.994e-4,0.323
31.107,3.111e4,96.184,-10.296,2.328e4,9.761,12.228,0.342,-51.78,253.618,3.991e-4,0.321
31.157,3.112e4,95.67,-10.291,2.328e4,9.761,12.092,0.342,-51.811,253.429,3.989e-4,0.32
31.207,3.114e4,95.155,-10.286,2.328e4,9.761,11.955,0.342,-51.842,253.242,3.986e-4,0.318
31.257,3.115e4,94.641,-10.279,2.328e4,9.761,11.818,0.342,-51.873,253.056,3.984e-4,0.316
31.307,3.117e4,94.127,-10.273,2.328e4,9.761,11.682,0.342,-51.904,252.871,3.982e-4,0.315
31.357,3.118e4,93.614,-10.266,2.328e4,9.761,11.546,0.342,-51.934,252.687,3.979e-4,0.313
31.407,3.12e4,93.101,-10.259,2.328e4,9.761,11.411,0.342,-51.965,252.503,3.977e-4,0.311
31.457,3.122e4,92.588,-10.251,2.328e4,9.761,11.276,0.342,-51.995,252.321,3.975e-4,0.309
31.507,3.123e4,92.075,-10.246,2.328e4,9.761,11.143,0.342,-52.025,252.14,3.972e-4,0.308
31.557,3.125e4,91.563,-10.238,2.328e4,9.761,11.01,0.341,-52.055,251.96,3.97e-4,0.306
31.607,3.126e4,91.052,-10.23,2.328e4,9.761,10.879,0.341,-52.084,251.781,3.968e-4,0.304
31.657,3.128e4,90.54,-10.224,2.328e4,9.761,10.749,0.341,-52.114,251.603,3.965e-4,0.303
31.707,3.129e4,90.029,-10.217,2.328e4,9.761,10.621,0.341,-52.143,251.426,3.963e-4,0.301
31.757,3.13e4,89.518,-10.21,2.328e4,9.76,10.494,0.341,-52.172,251.25,3.961e-4,0.299
31.807,3.132e4,89.008,-10.203,2.328e4,9.76,10.37,0.341,-52.201,251.074,3.959e-4,0.298
31.857,3.133e4,88.498,-10.197,2.328e4,9.76,10.247,0.341,-52.23,250.9,3.956e-4,0.296
31.907,3.135e4,87.988,-10.19,2.328e4,9.76,10.126,0.341,-52.259,250.727,3.954e-4,0.294
31.957,3.136e4,87.479,-10.184,2.328e4,9.76,10.007,0.341,-52.287,250.555,3.952e-4,0.293
32.007,3.138e4,86.97,-10.178,2.328e4,9.76,9.892,0.341,-52.316,250.384,3.95e-4,0.291
32.057,3.139e4,86.461,-10.172,2.328e4,9.76,9.77,0.341,-52.344,250.214,3.948e-4,0.289
32.107,3.141e4,85.953,-10.168,2.328e4,9.76,9.643,0.341,-52.372,250.045,3.945e-4,0.288
32.157,3.142e4,85.445,-10.162,2.328e4,9.76,9.529,0.341,-52.4,249.877,3.943e-4,0.286
32.207,3.143e4,84.937,-10.157,2.328e4,9.76,9.412,0.341,-52.427,249.709,3.941e-4,0.284
32.257,3.145e4,84.429,-10.152,2.328e4,9.76,9.292,0.341,-52.455,249.543,3.939e-4,0.283
32.307,3.146e4,83.921,-10.147,2.328e4,9.76,9.176,0.341,-52.482,249.378,3.937e-4,0.281
32.357,3.148e4,83.414,-10.143,2.328e4,9.76,9.058,0.341,-52.509,249.214,3.935e-4,0.279
32.407,3.149e4,82.907,-10.137,2.328e4,9.76,8.946,0.341,-52.536,249.051,3.933e-4,0.278
32.457,3.15e4,82.4,-10.133,2.328e4,9.76,8.833,0.341,-52.563,248.889,3.931e-4,0.276
32.507,3.152e4,81.894,-10.128,2.328e4,9.76,8.719,0.341,-52.59,248.727,3.929e-4,0.274
32.557,3.153e4,81.388,-10.123,2.328e4,9.76,8.608,0.341,-52.617,248.567,3.927e-4,0.273
32.607,3.154e4,80.881,-10.12,2.328e4,9.76,8.491,0.341,-52.643,248.408,3.924e-4,0.271
32.657,3.156e4,80.376,-10.116,2.328e4,9.76,8.381,0.341,-52.669,248.25,3.922e-4,0.269
32.707,3.157e4,79.87,-10.113,2.328e4,9.76,8.266,0.341,-52.695,248.093,3.92e-4,0.268
32.757,3.158e4,79.364,-10.109,2.328e4,9.76,8.158,0.341,-52.721,247.937,3.918e-4,0.266
32.807,3.159e4,78.859,-10.106,2.328e4,9.76,8.048,0.341,-52.747,247.781,3.916e-4,0.264
32.857,3.161e4,78.354,-10.103,2.328e4,9.76,7.941,0.341,-52.772,247.627,3.914e-4,0.262
32.907,3.162e4,77.849,-10.1,2.328e4,9.76,7.836,0.341,-52.798,247.474,3.912e-4,0.261
32.957,3.163e4,77.344,-10.096,2.328e4,9.76,7.732,0.341,-52.823,247.322,3.91e-4,0.259
33.007,3.165e4,76.839,-10.092,2.328e4,9.76,7.63,0.341,-52.848,247.17,3.909e-4,0.257
33.057,3.166e4,76.334,-10.09,2.328e4,9.76,7.528,0.341,-52.873,247.02,3.907e-4,0.256
33.107,3.167e4,75.83,-10.087,2.328e4,9.76,7.427,0.341,-52.898,246.871,3.905e-4,0.254
33.157,3.168e4,75.326,-10.082,2.328e4,9.76,7.326,0.341,-52.922,246.723,3.903e-4,0.252
33.207,3.17e4,74.822,-10.079,2.328e4,9.76,7.226,0.341,-52.947,246.575,3.901e-4,0.251
33.257,3.171e4,74.318,-10.075,2.328e4,9.76,7.126,0.341,-52.971,246.429,3.899e-4,0.249
33.307,3.172e4,73.814,-10.072,2.328e4,9.76,7.029,0.341,-52.995,246.284,3.897e-4,0.247
33.357,3.173e4,73.311,-10.067,2.328e4,9.76,6.929,0.341,-53.019,246.139,3.895e-4,0.246
33.407,3.174e4,72.808,-10.063,2.328e4,9.76,6.832,0.341,-53.043,245.996,3.893e-4,0.244
33.457,3.176e4,72.304,-10.058,2.328e4,9.76,6.733,0.34,-53.066,245.854,3.892e-4,0.242
33.507,3.177e4,71.802,-10.052,2.328e4,9.76,6.635,0.34,-53.09,245.712,3.89e-4,0.241
33.557,3.178e4,71.299,-10.046,2.328e4,9.76,6.539,0.34,-53.113,245.572,3.888e-4,0.239
33.607,3.179e4,70.797,-10.041,2.328e4,9.76,6.443,0.34,-53.136,245.433,3.886e-4,0.238
33.657,3.18e4,70.295,-10.035,2.328e4,9.76,6.35,0.34,-53.159,245.294,3.884e-4,0.236
33.707,3.181e4,69.794,-10.03,2.328e4,9.76,6.256,0.34,-53.182,245.157,3.883e-4,0.234
33.757,3.183e4,69.292,-10.027,2.328e4,9.76,6.162,0.34,-53.204,245.02,3.881e-4,0.233
33.807,3.184e4,68.791,-10.022,2.328e4,9.76,6.071,0.34,-53.227,244.885,3.879e-4,0.231
33.857,3.185e4,68.29,-10.016,2.328e4,9.76,5.983,0.34,-53.249,244.75,3.877e-4,0.229
33.907,3.186e4,67.789,-10.011,2.328e4,9.76,5.894,0.34,-53.271,244.625,3.876e-4,0.228
33.957,3.187e4,67.289,-10.007,2.328e4,9.76,5.803,0.34,-53.293,244.501,3.874e-4,0.226
34.007,3.188e4,66.789,-10.002,2.328e4,9.76,5.718,0.34,-53.315,244.377,3.873e-4,0.224
34.057,3.189e4,66.289,-9.998,2.328e4,9.76,5.631,0.34,-53.336,244.255,3.871e-4,0.223
34.107,3.19e4,65.789,-9.994,2.328e4,9.76,5.545,0.34,-53.358,244.134,3.869e-4,0.221
34.157,3.191e4,65.289,-9.991,2.328e4,9.76,5.458,0.34,-53.379,244.013,3.868e-4,0.219
34.207,3.192e4,64.79,-9.987,2.328e4,9.76,5.371,0.34,-53.4,243.894,3.866e-4,0.218
34.257,3.194e4,64.291,-9.984,2.328e4,9.76,5.286,0.34,-53.421,243.775,3.865e-4,0.216
34.307,3.195e4,63.791,-9.98,2.328e4,9.76,5.202,0.34,-53.442,243.657,3.863e-4,0.214
34.357,3.196e4,63.292,-9.977,2.328e4,9.76,5.119,0.34,-53.463,243.54,3.862e-4,0.213
34.407,3.197e4,62.794,-9.973,2.328e4,9.76,5.037,0.34,-53.483,243.424,3.86e-4,0.211
34.457,3.198e4,62.295,-9.969,2.328e4,9.76,4.956,0.34,-53.504,243.309,3.859e-4,0.209
34.507,3.199e4,61.797,-9.966,2.328e4,9.76,4.874,0.34,-53.524,243.195,3.858e-4,0.208
34.557,3.2e4,61.299,-9.962,2.328e4,9.76,4.797,0.34,-53.544,243.082,3.856e-4,0.206
34.607,3.201e4,60.801,-9.958,2.328e4,9.76,4.719,0.34,-53.564,242.97,3.855e-4,0.204
34.657,3.202e4,60.303,-9.955,2.328e4,9.76,4.638,0.34,-53.583,242.859,3.853e-4,0.203
34.707,3.203e4,59.805,-9.953,2.328e4,9.76,4.557,0.34,-53.603,242.748,3.852e-4,0.201
34.757,3.204e4,59.308,-9.95,2.328e4,9.76,4.479,0.34,-53.622,242.639,3.85e-4,0.199
34.807,3.205e4,58.81,-9.947,2.328e4,9.76,4.404,0.34,-53.641,242.53,3.849e-4,0.198
34.857,3.206e4,58.313,-9.943,2.328e4,9.76,4.328,0.34,-53.66,242.422,3.848e-4,0.196
34.907,3.207e4,57.816,-9.94,2.328e4,9.76,4.254,0.34,-53.679,242.316,3.846e-4,0.194
34.957,3.207e4,57.319,-9.936,2.328e4,9.76,4.182,0.34,-53.698,242.21,3.845e-4,0.193
35.007,3.208e4,56.822,-9.933,2.328e4,9.76,4.109,0.34,-53.716,242.105,3.844e-4,0.191
35.057,3.209e4,56.326,-9.93,2.328e4,9.76,4.036,0.34,-53.735,242.001,3.842e-4,0.189
35.107,3.21e4,55.829,-9.928,2.328e4,9.76,3.962,0.34,-53.753,241.898,3.841e-4,0.188
35.157,3.211e4,55.333,-9.925,2.328e4,9.76,3.891,0.34,-53.771,241.795,3.84e-4,0.186
35.207,3.212e4,54.837,-9.921,2.328e4,9.76,3.822,0.34,-53.789,241.694,3.838e-4,0.185
35.257,3.213e4,54.341,-9.918,2.328e4,9.76,3.753,0.34,-53.807,241.594,3.837e-4,0.183
35.307,3.214e4,53.845,-9.916,2.328e4,9.76,3.681,0.34,-53.824,241.494,3.836e-4,0.181
35.357,3.215e4,53.349,-9.913,2.328e4,9.76,3.615,0.34,-53.842,241.396,3.835e-4,0.18
35.407,3.216e4,52.853,-9.911,2.328e4,9.76,3.546,0.34,-53.859,241.298,3.833e-4,0.178
35.457,3.216e4,52.358,-9.909,2.328e4,9.76,3.477,0.34,-53.876,241.201,3.832e-4,0.176
35.507,3.217e4,51.863,-9.906,2.328e4,9.76,3.41,0.34,-53.893,241.106,3.831e-4,0.175
35.557,3.218e4,51.367,-9.903,2.328e4,9.76,3.346,0.34,-53.91,241.011,3.83e-4,0.173
35.607,3.219e4,50.872,-9.9,2.328e4,9.76,3.281,0.34,-53.926,240.917,3.828e-4,0.171
35.657,3.22e4,50.377,-9.897,2.328e4,9.76,3.218,0.34,-53.943,240.824,3.827e-4,0.17
35.707,3.221e4,49.883,-9.895,2.328e4,9.76,3.154,0.34,-53.959,240.731,3.826e-4,0.168
35.757,3.221e4,49.388,-9.892,2.328e4,9.76,3.091,0.34,-53.975,240.64,3.825e-4,0.166
35.807,3.222e4,48.893,-9.891,2.328e4,9.76,3.027,0.34,-53.991,240.55,3.824e-4,0.165
35.857,3.223e4,48.399,-9.888,2.328e4,9.76,2.967,0.34,-54.007,240.46,3.823e-4,0.163
35.907,3.224e4,47.904,-9.884,2.328e4,9.76,2.908,0.34,-54.023,240.372,3.821e-4,0.161
35.957,3.225e4,47.41,-9.881,2.328e4,9.76,2.85,0.34,-54.038,240.284,3.82e-4,0.16
36.007,3.225e4,46.916,-9.878,2.328e4,9.76,2.79,0.34,-54.054,240.197,3.819e-4,0.158
36.057,3.226e4,46.423,-9.876,2.328e4,9.76,2.732,0.34,-54.069,240.112,3.818e-4,0.157
36.107,3.227e4,45.929,-9.873,2.328e4,9.76,2.674,0.34,-54.084,240.027,3.817e-4,0.155
36.157,3.228e4,45.435,-9.871,2.328e4,9.76,2.616,0.339,-54.099,239.943,3.816e-4,0.153
36.207,3.228e4,44.942,-9.868,2.328e4,9.76,2.56,0.339,-54.113,239.86,3.815e-4,0.152
36.257,3.229e4,44.448,-9.866,2.328e4,9.76,2.503,0.339,-54.128,239.777,3.814e-4,0.15
36.307,3.23e4,43.955,-9.863,2.328e4,9.76,2.451,0.339,-54.142,239.696,3.813e-4,0.148
36.357,3.231e4,43.462,-9.86,2.328e4,9.76,2.396,0.339,-54.156,239.616,3.812e-4,0.147
36.407,3.231e4,42.969,-9.858,2.328e4,9.76,2.341,0.339,-54.17,239.536,3.811e-4,0.145
36.457,3.232e4,42.476,-9.856,2.328e4,9.76,2.289,0.339,-54.184,239.458,3.81e-4,0.144
36.507,3.233e4,41.984,-9.853,2.328e4,9.76,2.236,0.339,-54.198,239.38,3.809e-4,0.142
36.557,3.233e4,41.491,-9.85,2.328e4,9.76,2.187,0.339,-54.212,239.303,3.808e-4,0.14
36.607,3.234e4,40.998,-9.849,2.328e4,9.76,2.134,0.339,-54.225,239.228,3.807e-4,0.139
