# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
128.695,1.55e4,-52.888,0.157,2.328e4,9.781,231.359,12.104,-19.813,515.192,7.084e-4,0.166
129.195,1.542e4,-52.81,0.156,2.328e4,9.781,231.34,12.104,-19.642,517.048,7.105e-4,0.165
129.695,1.533e4,-52.732,0.155,2.328e4,9.781,231.329,12.104,-19.47,518.902,7.126e-4,0.165
130.195,1.524e4,-52.655,0.155,2.328e4,9.781,231.314,12.104,-19.299,520.754,7.146e-4,0.165
130.695,1.516e4,-52.577,0.154,2.328e4,9.782,231.315,12.104,-19.128,522.602,7.167e-4,0.164
131.195,1.507e4,-52.5,0.153,2.328e4,9.782,231.287,12.104,-18.957,524.448,7.187e-4,0.164
131.695,1.498e4,-52.424,0.152,2.328e4,9.782,231.266,12.104,-18.787,526.291,7.208e-4,0.164
132.195,1.49e4,-52.347,0.151,2.328e4,9.782,231.253,12.104,-18.616,528.131,7.228e-4,0.164
132.695,1.481e4,-52.272,0.15,2.328e4,9.782,231.221,12.104,-18.446,529.969,7.249e-4,0.163
133.195,1.473e4,-52.197,0.149,2.328e4,9.782,231.204,12.104,-18.277,531.804,7.269e-4,0.163
133.695,1.464e4,-52.122,0.148,2.328e4,9.782,231.187,12.104,-18.107,533.636,7.289e-4,0.163
134.195,1.456e4,-52.048,0.147,2.328e4,9.782,231.165,12.104,-17.938,535.466,7.309e-4,0.162
134.695,1.447e4,-51.974,0.147,2.328e4,9.782,231.147,12.104,-17.769,537.293,7.329e-4,0.162
135.195,1.438e4,-51.901,0.145,2.328e4,9.782,231.121,12.104,-17.6,539.118,7.349e-4,0.162
135.695,1.43e4,-51.828,0.145,2.328e4,9.782,231.126,12.104,-17.431,540.981,7.37e-4,0.162
136.195,1.421e4,-51.755,0.146,2.328e4,9.782,231.133,12.104,-17.263,542.902,7.391e-4,0.161
136.695,1.413e4,-51.682,0.146,2.328e4,9.782,231.147,12.104,-17.095,544.82,7.412e-4,0.161
137.195,1.405e4,-51.609,0.146,2.328e4,9.783,231.15,12.104,-16.927,546.735,7.434e-4,0.161
137.695,1.396e4,-51.536,0.146,2.328e4,9.783,231.15,12.104,-16.76,548.648,7.455e-4,0.16
138.195,1.388e4,-51.463,0.146,2.328e4,9.783,231.15,12.104,-16.592,550.557,7.476e-4,0.16
138.695,1.379e4,-51.39,0.146,2.328e4,9.783,231.143,12.104,-16.425,552.464,7.497e-4,0.16
139.195,1.371e4,-51.317,0.145,2.328e4,9.783,231.128,12.104,-16.258,554.369,7.518e-4,0.16
139.695,1.362e4,-51.244,0.145,2.328e4,9.783,231.116,12.104,-16.092,556.271,7.539e-4,0.159
140.195,1.354e4,-51.172,0.144,2.328e4,9.783,231.101,12.104,-15.925,558.17,7.559e-4,0.159
140.695,1.346e4,-51.1,0.143,2.328e4,9.783,231.084,12.104,-15.759,560.066,7.58e-4,0.159
141.195,1.337e4,-51.029,0.142,2.328e4,9.783,231.072,12.104,-15.593,561.96,7.601e-4,0.159
141.695,1.329e4,-50.958,0.142,2.328e4,9.783,231.069,12.104,-15.427,563.851,7.622e-4,0.158
142.195,1.32e4,-50.887,0.141,2.328e4,9.783,231.042,12.104,-15.262,565.739,7.642e-4,0.158
142.695,1.312e4,-50.816,0.14,2.328e4,9.783,231.024,12.104,-15.096,567.625,7.663e-4,0.158
143.195,1.304e4,-50.746,0.139,2.328e4,9.783,230.999,12.104,-14.931,569.508,7.683e-4,0.157
143.695,1.295e4,-50.677,0.138,2.328e4,9.784,230.981,12.104,-14.767,571.389,7.704e-4,0.157
144.195,1.287e4,-50.608,0.137,2.328e4,9.784,230.958,12.104,-14.602,573.267,7.724e-4,0.157
144.695,1.279e4,-50.539,0.136,2.328e4,9.784,230.938,12.104,-14.438,575.142,7.745e-4,0.157
145.195,1.271e4,-50.471,0.135,2.328e4,9.784,230.922,12.104,-14.273,577.015,7.765e-4,0.156
145.695,1.262e4,-50.404,0.136,2.328e4,9.784,230.936,12.104,-14.11,578.973,7.786e-4,0.156
146.195,1.254e4,-50.336,0.137,2.328e4,9.784,230.962,12.104,-13.946,580.944,7.808e-4,0.156
146.695,1.246e4,-50.267,0.137,2.328e4,9.784,230.959,12.104,-13.782,582.912,7.829e-4,0.156
147.195,1.238e4,-50.199,0.137,2.328e4,9.784,230.963,12.104,-13.619,584.877,7.851e-4,0.155
147.695,1.229e4,-50.13,0.137,2.328e4,9.784,230.961,12.104,-13.456,586.839,7.872e-4,0.155
148.195,1.221e4,-50.062,0.136,2.328e4,9.784,230.957,12.104,-13.293,588.799,7.894e-4,0.155
148.695,1.213e4,-49.994,0.136,2.328e4,9.784,230.951,12.104,-13.131,590.756,7.915e-4,0.155
149.195,1.205e4,-49.926,0.136,2.328e4,9.784,230.94,12.104,-12.968,592.71,7.936e-4,0.154
149.695,1.197e4,-49.858,0.135,2.328e4,9.784,230.932,12.104,-12.806,594.662,7.957e-4,0.154
150.195,1.188e4,-49.791,0.134,2.328e4,9.785,230.915,12.104,-12.644,596.611,7.978e-4,0.154
150.695,1.18e4,-49.724,0.134,2.328e4,9.785,230.899,12.104,-12.483,598.557,7.999e-4,0.154
151.195,1.172e4,-49.657,0.133,2.328e4,9.785,230.884,12.104,-12.321,600.501,8.02e-4,0.153
151.695,1.164e4,-49.59,0.132,2.328e4,9.785,230.88,12.104,-12.16,602.443,8.041e-4,0.153
152.195,1.156e4,-49.524,0.131,2.328e4,9.785,230.851,12.104,-11.999,604.381,8.062e-4,0.153
152.695,1.148e4,-49.459,0.131,2.328e4,9.785,230.845,12.104,-11.838,606.317,8.083e-4,0.153
153.195,1.14e4,-49.393,0.13,2.328e4,9.785,230.826,12.104,-11.677,608.251,8.104e-4,0.152
153.695,1.131e4,-49.328,0.129,2.328e4,9.785,230.8,12.104,-11.517,610.182,8.125e-4,0.152
154.195,1.123e4,-49.264,0.128,2.328e4,9.785,230.785,12.104,-11.357,612.11,8.145e-4,0.152
154.695,1.115e4,-49.2,0.127,2.328e4,9.785,230.77,12.104,-11.197,614.036,8.166e-4,0.152
155.195,1.107e4,-49.136,0.126,2.328e4,9.785,230.751,12.104,-11.037,615.959,8.187e-4,0.151
155.695,1.099e4,-49.073,0.127,2.328e4,9.785,230.772,12.104,-10.877,617.96,8.208e-4,0.151
156.195,1.091e4,-49.009,0.128,2.328e4,9.785,230.785,12.104,-10.718,619.983,8.23e-4,0.151
156.695,1.083e4,-48.945,0.128,2.328e4,9.786,230.789,12.104,-10.559,622.003,8.252e-4,0.151
157.195,1.075e4,-48.882,0.128,2.328e4,9.786,230.794,12.104,-10.4,624.02,8.274e-4,0.15
157.695,1.067e4,-48.817,0.128,2.328e4,9.786,230.792,12.104,-10.241,626.034,8.295e-4,0.15
158.195,1.059e4,-48.754,0.128,2.328e4,9.786,230.796,12.104,-10.082,628.046,8.317e-4,0.15
158.695,1.051e4,-48.69,0.127,2.328e4,9.786,230.781,12.104,-9.924,630.055,8.338e-4,0.15
159.195,1.043e4,-48.626,0.127,2.328e4,9.786,230.773,12.104,-9.766,632.062,8.36e-4,0.149
159.695,1.035e4,-48.563,0.126,2.328e4,9.786,230.77,12.104,-9.608,634.066,8.382e-4,0.149
160.195,1.027e4,-48.499,0.126,2.328e4,9.786,230.756,12.104,-9.45,636.067,8.403e-4,0.149
160.695,1.019e4,-48.436,0.125,2.328e4,9.786,230.737,12.104,-9.293,638.066,8.424e-4,0.149
161.195,1.011e4,-48.374,0.124,2.328e4,9.786,230.726,12.104,-9.135,640.062,8.446e-4,0.148
161.695,1.003e4,-48.312,0.124,2.328e4,9.786,230.71,12.104,-8.978,642.056,8.467e-4,0.148
162.195,9953.702,-48.25,0.123,2.328e4,9.786,230.699,12.104,-8.821,644.047,8.488e-4,0.148
162.695,9874.603,-48.188,0.122,2.328e4,9.786,230.681,12.104,-8.665,646.035,8.509e-4,0.148
163.195,9795.605,-48.127,0.122,2.328e4,9.787,230.68,12.104,-8.508,648.021,8.53e-4,0.148
163.695,9716.706,-48.066,0.121,2.328e4,9.787,230.656,12.104,-8.352,650.004,8.551e-4,0.147
164.195,9637.907,-48.005,0.12,2.328e4,9.787,230.636,12.104,-8.196,651.985,8.572e-4,0.147
164.695,9559.208,-47.945,0.12,2.328e4,9.787,230.628,12.104,-8.04,653.964,8.593e-4,0.147
165.195,9480.606,-47.886,0.119,2.328e4,9.787,230.607,12.104,-7.884,655.94,8.614e-4,0.147
165.695,9402.103,-47.826,0.118,2.328e4,9.787,230.596,12.104,-7.729,657.928,8.635e-4,0.146
166.195,9323.696,-47.767,0.119,2.328e4,9.787,230.619,12.104,-7.573,660.004,8.658e-4,0.146
166.695,9245.387,-47.707,0.12,2.328e4,9.787,230.633,12.104,-7.418,662.078,8.68e-4,0.146
167.195,9167.176,-47.648,0.12,2.328e4,9.787,230.639,12.104,-7.263,664.15,8.702e-4,0.146
167.695,9089.063,-47.588,0.12,2.328e4,9.787,230.644,12.104,-7.108,666.218,8.724e-4,0.146
168.195,9011.048,-47.528,0.12,2.328e4,9.787,230.653,12.104,-6.954,668.284,8.746e-4,0.145
168.695,8933.132,-47.468,0.12,2.328e4,9.787,230.639,12.104,-6.799,670.348,8.768e-4,0.145
169.195,8855.314,-47.408,0.119,2.328e4,9.787,230.629,12.104,-6.645,672.409,8.79e-4,0.145
169.695,8777.594,-47.348,0.119,2.328e4,9.787,230.623,12.104,-6.491,674.467,8.811e-4,0.145
170.195,8699.972,-47.289,0.118,2.328e4,9.788,230.609,12.104,-6.337,676.523,8.833e-4,0.144
170.695,8622.447,-47.23,0.118,2.328e4,9.788,230.6,12.104,-6.184,678.576,8.855e-4,0.144
171.195,8545.018,-47.171,0.117,2.328e4,9.788,230.595,12.104,-6.03,680.627,8.876e-4,0.144
171.695,8467.686,-47.112,0.116,2.328e4,9.788,230.574,12.104,-5.877,682.675,8.898e-4,0.144
172.195,8390.45,-47.054,0.116,2.328e4,9.788,230.564,12.104,-5.724,684.72,8.92e-4,0.144
172.695,8313.308,-46.996,0.115,2.328e4,9.788,230.548,12.104,-5.571,686.763,8.941e-4,0.143
173.195,8236.262,-46.939,0.115,2.328e4,9.788,230.539,12.104,-5.419,688.804,8.963e-4,0.143
173.695,8159.31,-46.881,0.114,2.328e4,9.788,230.522,12.104,-5.266,690.842,8.984e-4,0.143
174.195,8082.452,-46.824,0.113,2.328e4,9.788,230.511,12.104,-5.114,692.877,9.005e-4,0.143
174.695,8005.686,-46.768,0.113,2.328e4,9.788,230.495,12.104,-4.962,694.91,9.027e-4,0.142
175.195,7929.014,-46.711,0.112,2.328e4,9.788,230.486,12.104,-4.81,696.941,9.048e-4,0.142
175.695,7852.433,-46.655,0.111,2.328e4,9.788,230.471,12.104,-4.658,698.969,9.069e-4,0.142
176.195,7775.945,-46.6,0.111,2.328e4,9.788,230.453,12.104,-4.507,700.995,9.09e-4,0.142
176.695,7699.547,-46.544,0.111,2.328e4,9.788,230.474,12.104,-4.355,703.12,9.113e-4,0.142
177.195,7623.24,-46.489,0.112,2.328e4,9.789,230.488,12.104,-4.204,705.248,9.135e-4,0.141
177.695,7547.025,-46.433,0.112,2.328e4,9.789,230.502,12.104,-4.053,707.373,9.158e-4,0.141
178.195,7470.902,-46.376,0.112,2.328e4,9.789,230.5,12.104,-3.902,709.495,9.18e-4,0.141
178.695,7394.872,-46.32,0.112,2.328e4,9.789,230.5,12.104,-3.752,711.615,9.202e-4,0.141
179.195,7318.933,-46.264,0.112,2.328e4,9.789,230.497,12.104,-3.601,713.733,9.224e-4,0.141
179.695,7243.086,-46.208,0.112,2.328e4,9.789,230.495,12.104,-3.451,715.848,9.247e-4,0.14
180.195,7167.332,-46.152,0.112,2.328e4,9.789,230.49,12.104,-3.301,717.96,9.269e-4,0.14
180.695,7091.668,-46.096,0.111,2.328e4,9.789,230.475,12.104,-3.151,720.07,9.291e-4,0.14
181.195,7016.097,-46.041,0.11,2.328e4,9.789,230.467,12.104,-3.001,722.177,9.313e-4,0.14
181.695,6940.615,-45.986,0.11,2.328e4,9.789,230.457,12.104,-2.852,724.281,9.335e-4,0.14
182.195,6865.225,-45.931,0.109,2.328e4,9.789,230.445,12.104,-2.702,726.384,9.357e-4,0.139
182.695,6789.924,-45.876,0.109,2.328e4,9.789,230.435,12.104,-2.553,728.483,9.379e-4,0.139
183.195,6714.713,-45.822,0.108,2.328e4,9.789,230.422,12.104,-2.404,730.58,9.4e-4,0.139
183.695,6639.591,-45.767,0.108,2.328e4,9.789,230.41,12.104,-2.255,732.675,9.422e-4,0.139
184.195,6564.557,-45.714,0.107,2.328e4,9.79,230.408,12.104,-2.107,734.767,9.444e-4,0.139
184.695,6489.612,-45.66,0.106,2.328e4,9.79,230.385,12.104,-1.958,736.857,9.466e-4,0.138
185.195,6414.754,-45.607,0.106,2.328e4,9.79,230.376,12.104,-1.81,738.944,9.487e-4,0.138
185.695,6339.983,-45.554,0.105,2.328e4,9.79,230.361,12.104,-1.662,741.029,9.509e-4,0.138
186.195,6265.3,-45.501,0.105,2.328e4,9.79,230.348,12.104,-1.514,743.111,9.53e-4,0.138
186.695,6190.702,-45.449,0.104,2.328e4,9.79,230.338,12.104,-1.366,745.191,9.552e-4,0.138
187.195,6116.19,-45.397,0.104,2.328e4,9.79,230.336,12.104,-1.218,747.292,9.573e-4,0.137
187.695,6041.763,-45.345,0.105,2.328e4,9.79,230.351,12.104,-1.071,749.476,9.596e-4,0.137
188.195,5967.422,-45.292,0.105,2.328e4,9.79,230.365,12.104,-0.924,751.657,9.619e-4,0.137
188.695,5893.167,-45.24,0.105,2.328e4,9.79,230.375,12.104,-0.777,753.835,9.642e-4,0.137
189.195,5818.998,-45.187,0.105,2.328e4,9.79,230.374,12.104,-0.63,756.011,9.664e-4,0.137
189.695,5744.915,-45.134,0.106,2.328e4,9.79,230.384,12.104,-0.483,758.185,9.687e-4,0.136
190.195,5670.92,-45.082,0.105,2.328e4,9.79,230.389,12.104,-0.336,760.355,9.709e-4,0.136
190.695,5597.01,-45.029,0.105,2.328e4,9.79,230.367,12.104,-0.19,762.524,9.732e-4,0.136
191.195,5523.187,-44.976,0.104,2.328e4,9.791,230.361,12.104,-0.044,764.69,9.754e-4,0.136
191.695,5449.45,-44.924,0.104,2.328e4,9.791,230.351,12.104,0.102,766.853,9.777e-4,0.136
192.195,5375.798,-44.872,0.104,2.328e4,9.791,230.343,12.104,0.248,769.014,9.799e-4,0.135
192.695,5302.231,-44.82,0.103,2.328e4,9.791,230.33,12.104,0.394,771.172,9.821e-4,0.135
193.195,5228.75,-44.769,0.103,2.328e4,9.791,230.327,12.104,0.54,773.328,9.843e-4,0.135
193.695,5155.352,-44.717,0.102,2.328e4,9.791,230.312,12.104,0.685,775.481,9.866e-4,0.135
194.195,5082.039,-44.666,0.102,2.328e4,9.791,230.302,12.104,0.83,777.632,9.888e-4,0.135
194.695,5008.809,-44.616,0.101,2.328e4,9.791,230.298,12.104,0.975,779.781,9.91e-4,0.134
195.195,4935.662,-44.565,0.101,2.328e4,9.791,230.287,12.104,1.12,781.927,9.932e-4,0.134
195.695,4862.598,-44.515,0.1,2.328e4,9.791,230.268,12.104,1.265,784.07,9.954e-4,0.134
196.195,4789.616,-44.465,0.099,2.328e4,9.791,230.258,12.104,1.41,786.211,9.976e-4,0.134
196.695,4716.716,-44.415,0.099,2.328e4,9.791,230.245,12.104,1.554,788.35,9.998e-4,0.134
197.195,4643.897,-44.366,0.098,2.328e4,9.791,230.239,12.104,1.698,790.486,0.001,0.134
197.695,4571.16,-44.316,0.098,2.328e4,9.791,230.229,12.104,1.843,792.62,0.001,0.133
198.195,4498.502,-44.267,0.097,2.328e4,9.791,230.213,12.104,1.986,794.752,0.001,0.133
198.695,4425.925,-44.219,0.098,2.328e4,9.792,230.233,12.104,2.13,796.981,0.001,0.133
199.195,4353.428,-44.17,0.099,2.328e4,9.792,230.249,12.104,2.274,799.217,0.001,0.133
199.695,4281.011,-44.12,0.099,2.328e4,9.792,230.256,12.104,2.417,801.451,0.001,0.133
200.195,4208.676,-44.071,0.099,2.328e4,9.792,230.26,12.104,2.561,803.683,0.001,0.132
200.695,4136.421,-44.022,0.099,2.328e4,9.792,230.261,12.104,2.704,805.912,0.001,0.132
201.195,4064.248,-43.972,0.099,2.328e4,9.792,230.258,12.104,2.847,808.139,0.001,0.132
201.695,3992.156,-43.923,0.099,2.328e4,9.792,230.255,12.104,2.99,810.363,0.001,0.132
202.195,3920.144,-43.873,0.098,2.328e4,9.792,230.251,12.104,3.132,812.584,0.001,0.132
202.695,3848.214,-43.824,0.098,2.328e4,9.792,230.247,12.104,3.275,814.803,0.001,0.131
203.195,3776.364,-43.775,0.098,2.328e4,9.792,230.239,12.104,3.417,817.02,0.001,0.131
203.695,3704.594,-43.727,0.097,2.328e4,9.792,230.225,12.104,3.559,819.234,0.001,0.131
204.195,3632.904,-43.678,0.097,2.328e4,9.792,230.221,12.104,3.701,821.446,0.001,0.131
204.695,3561.293,-43.63,0.096,2.328e4,9.792,230.209,12.104,3.843,823.655,0.001,0.131
205.195,3489.761,-43.582,0.096,2.328e4,9.792,230.198,12.104,3.985,825.862,0.001,0.131
205.695,3418.308,-43.534,0.095,2.328e4,9.792,230.188,12.104,4.127,828.066,0.001,0.13
206.195,3346.934,-43.486,0.095,2.328e4,9.793,230.184,12.104,4.268,830.268,0.001,0.13
206.695,3275.637,-43.439,0.094,2.328e4,9.793,230.171,12.104,4.409,832.468,0.001,0.13
207.195,3204.418,-43.392,0.094,2.328e4,9.793,230.162,12.104,4.55,834.665,0.001,0.13
207.695,3133.275,-43.345,0.093,2.328e4,9.793,230.151,12.104,4.691,836.86,0.001,0.13
208.195,3062.21,-43.298,0.093,2.328e4,9.793,230.139,12.104,4.832,839.052,0.001,0.13
208.695,2991.221,-43.252,0.092,2.328e4,9.793,230.132,12.104,4.973,841.242,0.001,0.129
209.195,2920.307,-43.206,0.092,2.328e4,9.793,230.129,12.104,5.113,843.43,0.001,0.129
209.695,2849.47,-43.16,0.092,2.328e4,9.793,230.127,12.104,5.254,845.618,0.001,0.129
210.195,2778.707,-43.114,0.092,2.328e4,9.793,230.133,12.104,5.394,847.912,0.001,0.129
210.695,2708.02,-43.068,0.093,2.328e4,9.793,230.142,12.104,5.534,850.204,0.001,0.129
211.195,2637.408,-43.022,0.093,2.328e4,9.793,230.154,12.104,5.674,852.493,0.001,0.129
211.695,2566.873,-42.975,0.093,2.328e4,9.793,230.156,12.104,5.813,854.78,0.001,0.128
212.195,2496.414,-42.929,0.093,2.328e4,9.793,230.157,12.104,5.953,857.065,0.001,0.128
212.695,2426.031,-42.882,0.093,2.328e4,9.793,230.156,12.104,6.092,859.347,0.001,0.128
213.195,2355.724,-42.836,0.093,2.328e4,9.793,230.152,12.104,6.232,861.626,0.001,0.128
213.695,2285.493,-42.79,0.092,2.328e4,9.794,230.152,12.104,6.371,863.903,0.001,0.128
214.195,2215.338,-42.743,0.092,2.328e4,9.794,230.161,12.104,6.51,866.178,0.001,0.128
214.695,2145.259,-42.697,0.091,2.328e4,9.794,230.13,12.104,6.649,868.45,0.001,0.127
215.195,2075.256,-42.651,0.091,2.328e4,9.794,230.124,12.104,6.787,870.72,0.001,0.127
215.695,2005.327,-42.606,0.091,2.328e4,9.794,230.116,12.104,6.926,872.987,0.001,0.127
216.195,1935.473,-42.56,0.09,2.328e4,9.794,230.112,12.104,7.064,875.252,0.001,0.127
216.695,1865.693,-42.515,0.09,2.328e4,9.794,230.12,12.104,7.203,877.514,0.001,0.127
217.195,1795.987,-42.47,0.089,2.328e4,9.794,230.089,12.104,7.341,879.774,0.001,0.126
217.695,1726.355,-42.425,0.089,2.328e4,9.794,230.081,12.104,7.479,882.032,0.001,0.126
218.195,1656.796,-42.381,0.089,2.328e4,9.794,230.081,12.104,7.616,884.287,0.001,0.126
218.695,1587.31,-42.336,0.088,2.328e4,9.794,230.076,12.104,7.754,886.54,0.001,0.126
219.195,1517.897,-42.292,0.088,2.328e4,9.794,230.055,12.104,7.892,888.79,0.001,0.126
219.695,1448.556,-42.248,0.087,2.328e4,9.794,230.052,12.104,8.029,891.038,0.001,0.126
220.195,1379.286,-42.205,0.087,2.328e4,9.794,230.058,12.104,8.166,893.284,0.001,0.126
220.695,1310.088,-42.161,0.087,2.328e4,9.794,230.04,12.104,8.303,895.528,0.001,0.125
221.195,1240.962,-42.118,0.086,2.328e4,9.795,230.026,12.104,8.44,897.769,0.001,0.125
221.695,1171.906,-42.075,0.086,2.328e4,9.795,230.034,12.104,8.577,900.072,0.001,0.125
222.195,1102.921,-42.032,0.087,2.328e4,9.795,230.048,12.104,8.714,902.421,0.001,0.125
222.695,1034.006,-41.988,0.087,2.328e4,9.795,230.056,12.104,8.85,904.768,0.001,0.125
223.195,965.164,-41.945,0.087,2.328e4,9.795,230.061,12.104,8.987,907.112,0.001,0.125
223.695,896.392,-41.901,0.087,2.328e4,9.795,230.064,12.104,9.123,909.454,0.001,0.124
224.195,827.693,-41.857,0.087,2.328e4,9.795,230.06,12.104,9.259,911.793,0.001,0.124
224.695,759.064,-41.814,0.087,2.328e4,9.795,230.061,12.104,9.395,914.13,0.001,0.124
225.195,690.508,-41.77,0.087,2.328e4,9.795,230.06,12.104,9.531,916.465,0.001,0.124
225.695,622.023,-41.727,0.087,2.328e4,9.795,230.052,12.104,9.667,918.797,0.001,0.124
225.696,621.886,-41.727,332.97,2.328e4,9.795,7979.918,419.87,9.667,918.802,0.001,0.124
225.699,621.48,-40.727,316.742,2.328e4,9.795,7602.112,419.87,9.668,918.816,0.001,0.121
225.702,621.063,-39.727,300.907,2.328e4,9.795,7233.463,419.87,9.668,918.83,0.001,0.118
225.705,620.635,-38.727,285.466,2.328e4,9.795,6873.971,419.87,9.669,918.844,0.001,0.115
225.709,620.196,-37.727,270.418,2.328e4,9.795,6523.639,419.87,9.67,918.859,0.001,0.112
225.713,619.744,-36.727,255.764,2.328e4,9.795,6182.467,419.87,9.671,918.875,0.001,0.109
225.717,619.28,-35.727,241.503,2.328e4,9.795,5850.455,419.87,9.672,918.891,0.001,0.106
225.721,618.801,-34.727,227.635,2.328e4,9.795,5527.604,419.87,9.673,918.907,0.001,0.103
225.725,618.308,-33.727,214.161,2.328e4,9.795,5213.914,419.87,9.674,918.924,0.001,0.1
225.73,617.799,-32.727,201.081,2.328e4,9.795,4909.384,419.87,9.675,918.941,0.001,0.097
225.735,617.273,-31.727,188.394,2.328e4,9.795,4614.015,419.87,9.676,918.959,0.001,0.094
225.74,616.729,-30.727,176.1,2.328e4,9.795,4327.807,419.87,9.677,918.977,0.001,0.091
225.746,616.166,-29.727,164.2,2.328e4,9.795,4050.76,419.87,9.678,918.997,0.001,0.088
225.752,615.582,-28.727,152.693,2.328e4,9.795,3782.874,419.87,9.679,919.017,0.001,0.085
225.758,614.976,-27.727,141.58,2.328e4,9.795,3524.148,419.87,9.681,919.037,0.001,0.082
225.765,614.345,-26.727,130.861,2.328e4,9.795,3274.586,419.87,9.682,919.059,0.001,0.079
225.773,613.687,-25.727,120.535,2.328e4,9.795,3034.187,419.87,9.683,919.081,0.001,0.076
225.781,613.001,-24.727,110.602,2.328e4,9.795,2802.953,419.87,9.684,919.104,0.001,0.073
225.79,612.282,-23.727,101.063,2.328e4,9.795,2580.883,419.87,9.686,919.129,0.001,0.07
225.8,611.528,-22.727,91.918,2.328e4,9.795,2367.979,419.87,9.687,919.155,0.001,0.067
225.811,610.735,-21.727,83.166,2.328e4,9.795,2164.23,419.87,9.689,919.182,0.001,0.064
225.823,609.897,-20.727,74.808,2.328e4,9.795,1969.645,419.87,9.691,919.21,0.001,0.061
225.837,609.01,-19.727,66.844,2.328e4,9.795,1784.222,419.87,9.692,919.24,0.001,0.059
225.852,608.066,-18.727,59.273,2.328e4,9.795,1607.958,419.87,9.694,919.272,0.001,0.056
225.868,607.058,-17.727,52.095,2.328e4,9.795,1440.85,419.87,9.696,919.307,0.001,0.053
225.888,605.973,-16.727,45.312,2.328e4,9.795,1282.973,419.87,9.698,919.344,0.001,0.05
225.91,604.798,-15.727,38.924,2.328e4,9.795,1134.297,419.87,9.701,919.384,0.001,0.047
225.935,603.515,-14.727,32.929,2.328e4,9.795,994.761,419.87,9.703,919.427,0.001,0.044
225.966,602.097,-13.727,27.328,2.328e4,9.795,864.357,419.87,9.706,919.476,0.001,0.041
226.002,600.51,-12.727,22.119,2.328e4,9.795,743.084,419.87,9.709,919.53,0.001,0.038
226.047,598.697,-11.728,17.312,2.328e4,9.795,631.358,419.87,9.713,919.592,0.001,0.035
226.105,596.571,-10.729,12.887,2.328e4,9.795,528.167,419.87,9.717,919.664,0.001,0.032
226.183,593.969,-9.729,8.86,2.328e4,9.795,434.391,419.87,9.722,919.753,0.001,0.029
226.295,590.554,-8.73,5.226,2.328e4,9.795,349.764,419.87,9.729,919.869,0.001,0.026
226.487,585.394,-7.732,1.986,2.328e4,9.795,274.276,419.87,9.739,920.045,0.001,0.023
226.815,577.421,-7.08,0.088,2.328e4,9.795,230.12,419.87,9.755,920.316,0.001,0.021
227.173,569.118,-7.048,0.003,2.328e4,9.795,228.133,419.87,9.771,920.599,0.001,0.021
227.533,560.799,-7.048,0.001,2.328e4,9.795,228.072,419.87,9.788,920.882,0.001,0.021
227.892,552.482,-7.047,0.002,2.328e4,9.795,228.094,419.87,9.804,921.165,0.001,0.021
228.252,544.167,-7.046,0.004,2.328e4,9.795,228.188,419.87,9.821,921.448,0.001,0.021
228.612,535.855,-7.045,0.005,2.328e4,9.795,228.274,419.87,9.837,921.732,0.001,0.021
228.971,527.544,-7.043,3.205e-4,2.328e4,9.795,228.109,419.87,9.854,922.015,0.001,0.021
229.331,519.235,-7.043,2.856e-5,2.328e4,9.795,228.047,419.87,9.87,922.298,0.001,0.021
229.831,507.682,-7.043,0.003,2.328e4,9.795,228.106,419.87,9.893,922.691,0.001,0.021
230.19,499.379,-7.042,0.004,2.328e4,9.795,228.156,419.87,9.91,922.974,0.001,0.021
230.55,491.077,-7.04,0.004,2.328e4,9.795,228.195,419.87,9.926,923.256,0.001,0.021
230.909,482.778,-7.039,0.008,2.328e4,9.795,228.408,419.87,9.942,923.539,0.001,0.021
231.268,474.482,-7.036,0.006,2.328e4,9.795,228.431,419.87,9.959,923.822,0.001,0.021
231.628,466.187,-7.034,-0.008,2.328e4,9.795,227.895,419.87,9.975,924.104,0.001,0.021
231.987,457.891,-7.037,0.001,2.328e4,9.795,228.083,419.87,9.992,924.387,0.001,0.021
232.346,449.6,-7.036,0.003,2.328e4,9.795,228.142,419.87,10.008,924.669,0.001,0.021
232.705,441.31,-7.035,0.011,2.328e4,9.795,228.527,419.87,10.025,924.951,0.001,0.021
233.064,433.025,-7.031,-0.007,2.328e4,9.795,227.871,419.87,10.041,925.233,0.001,0.021
233.424,424.738,-7.034,0.002,2.328e4,9.795,228.092,419.87,10.057,925.516,0.001,0.021
233.783,416.454,-7.033,0.002,2.328e4,9.795,228.094,419.87,10.074,925.798,0.001,0.021
234.142,408.173,-7.032,0.006,2.328e4,9.795,228.249,419.87,10.09,926.08,0.001,0.021
234.5,399.895,-7.03,-6.286e-4,2.328e4,9.795,228.03,419.87,10.107,926.362,0.001,0.021
234.859,391.617,-7.03,0.002,2.328e4,9.795,228.089,419.87,10.123,926.643,0.001,0.021
235.218,383.342,-7.03,0.004,2.328e4,9.795,228.178,419.87,10.139,926.925,0.001,0.021
235.577,375.069,-7.028,0.001,2.328e4,9.795,228.083,419.87,10.156,927.207,0.001,0.021
