# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
27.157,2.932e4,134.431,-10.889,2.328e4,9.768,26.209,0.345,-47.192,282.396,4.354e-4,0.445
27.207,2.934e4,133.887,-10.878,2.328e4,9.768,25.977,0.345,-47.236,282.116,4.35e-4,0.443
27.257,2.937e4,133.343,-10.866,2.328e4,9.768,25.749,0.345,-47.279,281.837,4.347e-4,0.441
27.307,2.939e4,132.8,-10.856,2.328e4,9.768,25.518,0.345,-47.323,281.559,4.343e-4,0.439
27.357,2.941e4,132.258,-10.846,2.328e4,9.768,25.287,0.345,-47.366,281.282,4.34e-4,0.437
27.407,2.943e4,131.715,-10.836,2.328e4,9.768,25.057,0.344,-47.408,281.007,4.337e-4,0.436
27.457,2.945e4,131.174,-10.827,2.328e4,9.768,24.823,0.344,-47.451,280.733,4.333e-4,0.434
27.507,2.947e4,130.633,-10.819,2.328e4,9.768,24.592,0.344,-47.494,280.459,4.33e-4,0.432
27.557,2.949e4,130.092,-10.81,2.328e4,9.768,24.366,0.344,-47.536,280.187,4.326e-4,0.43
27.607,2.952e4,129.552,-10.801,2.328e4,9.768,24.14,0.344,-47.578,279.916,4.323e-4,0.429
27.657,2.954e4,129.012,-10.794,2.328e4,9.768,23.916,0.344,-47.62,279.646,4.32e-4,0.427
27.707,2.956e4,128.472,-10.786,2.328e4,9.768,23.695,0.344,-47.662,279.378,4.316e-4,0.425
27.757,2.958e4,127.933,-10.779,2.328e4,9.768,23.476,0.344,-47.704,279.11,4.313e-4,0.423
27.807,2.96e4,127.394,-10.771,2.328e4,9.768,23.261,0.344,-47.745,278.844,4.31e-4,0.422
27.857,2.962e4,126.856,-10.763,2.328e4,9.768,23.046,0.344,-47.787,278.578,4.306e-4,0.42
27.907,2.964e4,126.318,-10.756,2.328e4,9.768,22.834,0.344,-47.828,278.314,4.303e-4,0.418
27.957,2.966e4,125.78,-10.749,2.328e4,9.768,22.623,0.344,-47.869,278.051,4.3e-4,0.417
28.007,2.968e4,125.243,-10.74,2.328e4,9.768,22.411,0.344,-47.91,277.789,4.296e-4,0.415
28.057,2.97e4,124.707,-10.73,2.328e4,9.768,22.199,0.344,-47.95,277.528,4.293e-4,0.413
28.107,2.972e4,124.17,-10.719,2.328e4,9.768,21.988,0.344,-47.991,277.268,4.29e-4,0.411
28.157,2.974e4,123.635,-10.711,2.328e4,9.768,21.779,0.344,-48.031,277.01,4.287e-4,0.41
28.207,2.976e4,123.099,-10.701,2.328e4,9.768,21.57,0.344,-48.071,276.752,4.283e-4,0.408
28.257,2.978e4,122.565,-10.689,2.328e4,9.768,21.362,0.344,-48.111,276.496,4.28e-4,0.406
28.307,2.98e4,122.03,-10.679,2.328e4,9.768,21.156,0.344,-48.151,276.24,4.277e-4,0.404
28.357,2.982e4,121.497,-10.669,2.328e4,9.768,20.952,0.344,-48.19,275.986,4.274e-4,0.403
28.407,2.984e4,120.963,-10.658,2.328e4,9.768,20.752,0.344,-48.23,275.733,4.271e-4,0.401
28.457,2.986e4,120.431,-10.647,2.328e4,9.768,20.554,0.343,-48.269,275.481,4.268e-4,0.399
28.507,2.988e4,119.899,-10.639,2.328e4,9.768,20.352,0.343,-48.308,275.231,4.264e-4,0.397
28.557,2.99e4,119.367,-10.631,2.328e4,9.768,20.151,0.343,-48.347,274.981,4.261e-4,0.396
28.607,2.992e4,118.836,-10.622,2.328e4,9.768,19.956,0.343,-48.385,274.732,4.258e-4,0.394
28.657,2.994e4,118.305,-10.612,2.328e4,9.768,19.765,0.343,-48.424,274.485,4.255e-4,0.392
28.707,2.996e4,117.774,-10.603,2.328e4,9.768,19.576,0.343,-48.462,274.238,4.252e-4,0.39
28.757,2.998e4,117.244,-10.594,2.328e4,9.768,19.388,0.343,-48.501,273.993,4.249e-4,0.389
28.807,3e4,116.715,-10.585,2.328e4,9.768,19.201,0.343,-48.539,273.749,4.246e-4,0.387
28.857,3.002e4,116.186,-10.576,2.328e4,9.768,19.015,0.343,-48.576,273.506,4.243e-4,0.385
28.907,3.004e4,115.657,-10.568,2.328e4,9.768,18.827,0.343,-48.614,273.264,4.24e-4,0.384
28.957,3.006e4,115.129,-10.561,2.328e4,9.768,18.635,0.343,-48.652,273.023,4.237e-4,0.382
29.007,3.008e4,114.601,-10.554,2.328e4,9.768,18.449,0.343,-48.689,272.783,4.234e-4,0.38
29.057,3.01e4,114.074,-10.547,2.328e4,9.768,18.263,0.343,-48.726,272.545,4.231e-4,0.378
29.107,3.011e4,113.547,-10.541,2.328e4,9.768,18.075,0.343,-48.763,272.307,4.228e-4,0.377
29.157,3.013e4,113.02,-10.535,2.328e4,9.768,17.89,0.343,-48.8,272.07,4.225e-4,0.375
29.207,3.015e4,112.493,-10.528,2.328e4,9.767,17.71,0.343,-48.837,271.835,4.222e-4,0.373
29.257,3.017e4,111.967,-10.521,2.328e4,9.767,17.533,0.343,-48.873,271.601,4.219e-4,0.372
29.307,3.019e4,111.441,-10.515,2.328e4,9.767,17.357,0.343,-48.909,271.368,4.216e-4,0.37
29.357,3.021e4,110.915,-10.509,2.328e4,9.767,17.181,0.343,-48.945,271.136,4.213e-4,0.368
29.407,3.022e4,110.39,-10.503,2.328e4,9.767,17.008,0.343,-48.981,270.905,4.21e-4,0.366
29.457,3.024e4,109.865,-10.497,2.328e4,9.767,16.836,0.343,-49.017,270.675,4.207e-4,0.365
29.507,3.026e4,109.34,-10.492,2.328e4,9.767,16.665,0.343,-49.053,270.446,4.204e-4,0.363
29.557,3.028e4,108.816,-10.484,2.328e4,9.767,16.493,0.343,-49.088,270.218,4.201e-4,0.361
29.607,3.03e4,108.292,-10.476,2.328e4,9.767,16.323,0.343,-49.124,269.992,4.198e-4,0.36
29.657,3.031e4,107.768,-10.469,2.328e4,9.767,16.153,0.343,-49.159,269.766,4.196e-4,0.358
29.707,3.033e4,107.245,-10.462,2.328e4,9.767,15.984,0.342,-49.194,269.542,4.193e-4,0.356
29.757,3.035e4,106.722,-10.455,2.328e4,9.767,15.816,0.342,-49.228,269.319,4.19e-4,0.354
29.807,3.037e4,106.199,-10.446,2.328e4,9.767,15.648,0.342,-49.263,269.096,4.187e-4,0.353
29.857,3.038e4,105.677,-10.437,2.328e4,9.767,15.481,0.342,-49.297,268.875,4.184e-4,0.351
29.907,3.04e4,105.156,-10.429,2.328e4,9.767,15.315,0.342,-49.332,268.655,4.182e-4,0.349
29.957,3.042e4,104.634,-10.42,2.328e4,9.767,15.151,0.342,-49.366,268.436,4.179e-4,0.348
30.007,3.044e4,104.114,-10.411,2.328e4,9.767,14.989,0.342,-49.4,268.218,4.176e-4,0.346
30.057,3.045e4,103.593,-10.404,2.328e4,9.767,14.827,0.342,-49.433,268.002,4.173e-4,0.344
30.107,3.047e4,103.073,-10.395,2.328e4,9.767,14.671,0.342,-49.467,267.786,4.171e-4,0.343
30.157,3.049e4,102.554,-10.387,2.328e4,9.767,14.514,0.342,-49.5,267.571,4.168e-4,0.341
30.207,3.05e4,102.035,-10.379,2.328e4,9.767,14.36,0.342,-49.534,267.358,4.165e-4,0.339
30.257,3.052e4,101.516,-10.371,2.328e4,9.767,14.207,0.342,-49.567,267.145,4.162e-4,0.338
30.307,3.054e4,100.998,-10.363,2.328e4,9.767,14.058,0.342,-49.6,266.934,4.16e-4,0.336
30.357,3.055e4,100.48,-10.356,2.328e4,9.767,13.909,0.342,-49.632,266.724,4.157e-4,0.334
30.407,3.057e4,99.962,-10.35,2.328e4,9.767,13.754,0.342,-49.665,266.514,4.154e-4,0.332
30.457,3.059e4,99.445,-10.343,2.328e4,9.767,13.606,0.342,-49.697,266.306,4.152e-4,0.331
30.507,3.06e4,98.928,-10.337,2.328e4,9.767,13.454,0.342,-49.73,266.099,4.149e-4,0.329
30.557,3.062e4,98.411,-10.331,2.328e4,9.767,13.302,0.342,-49.762,265.893,4.147e-4,0.327
30.607,3.063e4,97.895,-10.324,2.328e4,9.767,13.154,0.342,-49.794,265.688,4.144e-4,0.326
30.657,3.065e4,97.379,-10.318,2.328e4,9.767,13.008,0.342,-49.825,265.485,4.141e-4,0.324
30.707,3.067e4,96.863,-10.313,2.328e4,9.767,12.859,0.342,-49.857,265.282,4.139e-4,0.322
30.757,3.068e4,96.347,-10.308,2.328e4,9.767,12.707,0.342,-49.888,265.08,4.136e-4,0.321
30.807,3.07e4,95.832,-10.304,2.328e4,9.767,12.56,0.342,-49.919,264.88,4.134e-4,0.319
30.857,3.071e4,95.317,-10.299,2.328e4,9.767,12.416,0.342,-49.951,264.68,4.131e-4,0.317
30.907,3.073e4,94.802,-10.295,2.328e4,9.767,12.273,0.342,-49.981,264.482,4.129e-4,0.316
30.957,3.074e4,94.287,-10.291,2.328e4,9.767,12.134,0.342,-50.012,264.289,4.126e-4,0.314
31.007,3.076e4,93.773,-10.284,2.328e4,9.767,11.997,0.342,-50.043,264.105,4.124e-4,0.312
31.057,3.078e4,93.259,-10.282,2.328e4,9.767,11.86,0.342,-50.073,263.921,4.122e-4,0.31
31.107,3.079e4,92.745,-10.279,2.328e4,9.767,11.725,0.342,-50.103,263.739,4.119e-4,0.309
31.157,3.081e4,92.231,-10.275,2.328e4,9.767,11.592,0.342,-50.133,263.557,4.117e-4,0.307
31.207,3.082e4,91.717,-10.269,2.328e4,9.767,11.458,0.341,-50.163,263.377,4.115e-4,0.305
31.257,3.084e4,91.204,-10.263,2.328e4,9.767,11.324,0.341,-50.193,263.197,4.112e-4,0.304
31.307,3.085e4,90.691,-10.257,2.328e4,9.767,11.191,0.341,-50.223,263.019,4.11e-4,0.302
31.357,3.087e4,90.178,-10.251,2.328e4,9.767,11.058,0.341,-50.252,262.842,4.108e-4,0.3
31.407,3.088e4,89.666,-10.245,2.328e4,9.767,10.925,0.341,-50.281,262.665,4.106e-4,0.299
31.457,3.089e4,89.154,-10.238,2.328e4,9.767,10.793,0.341,-50.31,262.49,4.104e-4,0.297
31.507,3.091e4,88.642,-10.233,2.328e4,9.767,10.662,0.341,-50.339,262.315,4.101e-4,0.295
31.557,3.092e4,88.131,-10.225,2.328e4,9.767,10.532,0.341,-50.368,262.142,4.099e-4,0.294
31.607,3.094e4,87.619,-10.218,2.328e4,9.767,10.402,0.341,-50.396,261.97,4.097e-4,0.292
31.657,3.095e4,87.109,-10.212,2.328e4,9.767,10.274,0.341,-50.425,261.798,4.095e-4,0.29
31.707,3.097e4,86.598,-10.206,2.328e4,9.767,10.146,0.341,-50.453,261.628,4.093e-4,0.289
31.757,3.098e4,86.088,-10.198,2.328e4,9.767,10.021,0.341,-50.481,261.458,4.091e-4,0.287
31.807,3.1e4,85.578,-10.191,2.328e4,9.767,9.898,0.341,-50.509,261.29,4.088e-4,0.285
31.857,3.101e4,85.069,-10.185,2.328e4,9.767,9.775,0.341,-50.537,261.123,4.086e-4,0.284
31.907,3.102e4,84.56,-10.178,2.328e4,9.767,9.655,0.341,-50.564,260.956,4.084e-4,0.282
31.957,3.104e4,84.051,-10.172,2.328e4,9.767,9.537,0.341,-50.592,260.791,4.082e-4,0.28
32.007,3.105e4,83.543,-10.165,2.328e4,9.767,9.422,0.341,-50.619,260.626,4.08e-4,0.279
32.057,3.106e4,83.035,-10.16,2.328e4,9.767,9.303,0.341,-50.646,260.463,4.078e-4,0.277
32.107,3.108e4,82.527,-10.156,2.328e4,9.767,9.179,0.341,-50.673,260.301,4.076e-4,0.275
32.157,3.109e4,82.019,-10.149,2.328e4,9.767,9.067,0.341,-50.7,260.139,4.074e-4,0.274
32.207,3.11e4,81.512,-10.144,2.328e4,9.767,8.953,0.341,-50.726,259.979,4.072e-4,0.272
32.257,3.112e4,81.005,-10.139,2.328e4,9.767,8.835,0.341,-50.753,259.819,4.07e-4,0.27
32.307,3.113e4,80.498,-10.134,2.328e4,9.767,8.722,0.341,-50.779,259.661,4.068e-4,0.269
32.357,3.114e4,79.991,-10.129,2.328e4,9.767,8.607,0.341,-50.805,259.503,4.066e-4,0.267
32.407,3.116e4,79.485,-10.124,2.328e4,9.767,8.498,0.341,-50.831,259.347,4.064e-4,0.265
32.457,3.117e4,78.979,-10.119,2.328e4,9.767,8.388,0.341,-50.857,259.192,4.062e-4,0.264
32.507,3.118e4,78.473,-10.114,2.328e4,9.767,8.277,0.341,-50.882,259.037,4.06e-4,0.262
32.557,3.12e4,77.967,-10.109,2.328e4,9.767,8.168,0.341,-50.908,258.884,4.058e-4,0.26
32.607,3.121e4,77.462,-10.106,2.328e4,9.767,8.053,0.341,-50.933,258.731,4.056e-4,0.259
32.657,3.122e4,76.957,-10.101,2.328e4,9.766,7.945,0.341,-50.958,258.58,4.054e-4,0.257
32.707,3.123e4,76.452,-10.098,2.328e4,9.766,7.831,0.341,-50.983,258.429,4.052e-4,0.255
32.757,3.125e4,75.947,-10.094,2.328e4,9.766,7.724,0.341,-51.008,258.28,4.05e-4,0.254
32.807,3.126e4,75.442,-10.092,2.328e4,9.766,7.615,0.341,-51.032,258.131,4.049e-4,0.252
32.857,3.127e4,74.938,-10.088,2.328e4,9.766,7.508,0.341,-51.057,257.984,4.047e-4,0.25
32.907,3.128e4,74.434,-10.085,2.328e4,9.766,7.405,0.341,-51.081,257.837,4.045e-4,0.249
32.957,3.13e4,73.929,-10.081,2.328e4,9.766,7.302,0.341,-51.105,257.692,4.043e-4,0.247
33.007,3.131e4,73.426,-10.077,2.328e4,9.766,7.201,0.341,-51.129,257.547,4.041e-4,0.245
33.057,3.132e4,72.922,-10.075,2.328e4,9.766,7.099,0.34,-51.153,257.403,4.039e-4,0.244
33.107,3.133e4,72.418,-10.072,2.328e4,9.766,7,0.34,-51.176,257.261,4.037e-4,0.242
33.157,3.134e4,71.915,-10.068,2.328e4,9.766,6.901,0.34,-51.2,257.119,4.036e-4,0.24
33.207,3.136e4,71.411,-10.064,2.328e4,9.766,6.803,0.34,-51.223,256.979,4.034e-4,0.239
33.257,3.137e4,70.908,-10.061,2.328e4,9.766,6.706,0.34,-51.246,256.839,4.032e-4,0.237
33.307,3.138e4,70.405,-10.058,2.328e4,9.766,6.61,0.34,-51.269,256.701,4.03e-4,0.235
33.357,3.139e4,69.902,-10.054,2.328e4,9.766,6.513,0.34,-51.292,256.563,4.029e-4,0.234
33.407,3.14e4,69.4,-10.051,2.328e4,9.766,6.419,0.34,-51.315,256.426,4.027e-4,0.232
33.457,3.141e4,68.897,-10.046,2.328e4,9.766,6.323,0.34,-51.337,256.291,4.025e-4,0.23
33.507,3.142e4,68.395,-10.04,2.328e4,9.766,6.228,0.34,-51.359,256.156,4.023e-4,0.229
33.557,3.144e4,67.893,-10.034,2.328e4,9.766,6.135,0.34,-51.382,256.022,4.022e-4,0.227
33.607,3.145e4,67.392,-10.03,2.328e4,9.766,6.042,0.34,-51.404,255.889,4.02e-4,0.225
33.657,3.146e4,66.89,-10.025,2.328e4,9.766,5.95,0.34,-51.425,255.758,4.018e-4,0.224
33.707,3.147e4,66.389,-10.02,2.328e4,9.766,5.859,0.34,-51.447,255.627,4.017e-4,0.222
33.757,3.148e4,65.888,-10.018,2.328e4,9.766,5.768,0.34,-51.469,255.497,4.015e-4,0.22
33.807,3.149e4,65.388,-10.012,2.328e4,9.766,5.679,0.34,-51.49,255.368,4.013e-4,0.219
33.857,3.15e4,64.887,-10.007,2.328e4,9.766,5.591,0.34,-51.511,255.241,4.012e-4,0.217
33.907,3.151e4,64.387,-10.002,2.328e4,9.766,5.504,0.34,-51.532,255.114,4.01e-4,0.216
33.957,3.152e4,63.887,-9.999,2.328e4,9.766,5.415,0.34,-51.553,254.988,4.009e-4,0.214
34.007,3.153e4,63.387,-9.994,2.328e4,9.766,5.331,0.34,-51.574,254.863,4.007e-4,0.212
34.057,3.154e4,62.887,-9.99,2.328e4,9.766,5.245,0.34,-51.594,254.739,4.005e-4,0.211
34.107,3.155e4,62.388,-9.986,2.328e4,9.766,5.161,0.34,-51.615,254.616,4.004e-4,0.209
34.157,3.156e4,61.889,-9.983,2.328e4,9.766,5.076,0.34,-51.635,254.495,4.002e-4,0.207
34.207,3.157e4,61.39,-9.98,2.328e4,9.766,4.991,0.34,-51.655,254.374,4.001e-4,0.206
34.257,3.158e4,60.891,-9.976,2.328e4,9.766,4.908,0.34,-51.675,254.254,3.999e-4,0.204
34.307,3.159e4,60.392,-9.973,2.328e4,9.766,4.826,0.34,-51.694,254.135,3.998e-4,0.202
34.357,3.16e4,59.894,-9.969,2.328e4,9.766,4.744,0.34,-51.714,254.017,3.996e-4,0.201
34.407,3.161e4,59.395,-9.965,2.328e4,9.766,4.665,0.34,-51.733,253.9,3.995e-4,0.199
34.457,3.162e4,58.897,-9.961,2.328e4,9.766,4.586,0.34,-51.752,253.784,3.993e-4,0.197
34.507,3.163e4,58.399,-9.958,2.328e4,9.766,4.506,0.34,-51.772,253.669,3.992e-4,0.196
34.557,3.164e4,57.901,-9.954,2.328e4,9.766,4.431,0.34,-51.79,253.554,3.99e-4,0.194
34.607,3.165e4,57.404,-9.95,2.328e4,9.766,4.355,0.34,-51.809,253.441,3.989e-4,0.192
34.657,3.166e4,56.906,-9.947,2.328e4,9.766,4.276,0.34,-51.828,253.329,3.987e-4,0.191
34.707,3.167e4,56.409,-9.945,2.328e4,9.766,4.198,0.34,-51.846,253.218,3.986e-4,0.189
34.757,3.168e4,55.912,-9.942,2.328e4,9.766,4.122,0.34,-51.864,253.108,3.985e-4,0.187
34.807,3.169e4,55.415,-9.938,2.328e4,9.766,4.049,0.34,-51.882,252.999,3.983e-4,0.186
34.857,3.17e4,54.918,-9.935,2.328e4,9.766,3.975,0.34,-51.9,252.89,3.982e-4,0.184
34.907,3.171e4,54.421,-9.932,2.328e4,9.766,3.903,0.34,-51.918,252.783,3.981e-4,0.182
34.957,3.172e4,53.925,-9.928,2.328e4,9.766,3.835,0.34,-51.936,252.677,3.979e-4,0.181
35.007,3.172e4,53.428,-9.925,2.328e4,9.766,3.763,0.34,-51.953,252.572,3.978e-4,0.179
35.057,3.173e4,52.932,-9.922,2.328e4,9.766,3.693,0.34,-51.971,252.467,3.976e-4,0.178
35.107,3.174e4,52.436,-9.919,2.328e4,9.766,3.621,0.34,-51.988,252.364,3.975e-4,0.176
35.157,3.175e4,51.94,-9.916,2.328e4,9.766,3.553,0.34,-52.005,252.262,3.974e-4,0.174
35.207,3.176e4,51.445,-9.912,2.328e4,9.766,3.486,0.34,-52.021,252.16,3.973e-4,0.173
35.257,3.177e4,50.949,-9.909,2.328e4,9.766,3.421,0.34,-52.038,252.06,3.971e-4,0.171
35.307,3.178e4,50.454,-9.907,2.328e4,9.766,3.35,0.34,-52.055,251.96,3.97e-4,0.169
35.357,3.178e4,49.958,-9.904,2.328e4,9.766,3.287,0.34,-52.071,251.862,3.969e-4,0.168
35.407,3.179e4,49.463,-9.901,2.328e4,9.766,3.219,0.34,-52.087,251.764,3.967e-4,0.166
35.457,3.18e4,48.968,-9.899,2.328e4,9.766,3.153,0.34,-52.103,251.668,3.966e-4,0.164
35.507,3.181e4,48.473,-9.897,2.328e4,9.766,3.087,0.34,-52.119,251.572,3.965e-4,0.163
35.557,3.182e4,47.979,-9.894,2.328e4,9.766,3.027,0.34,-52.135,251.477,3.964e-4,0.161
35.607,3.182e4,47.484,-9.891,2.328e4,9.766,2.964,0.34,-52.15,251.384,3.963e-4,0.159
35.657,3.183e4,46.99,-9.888,2.328e4,9.766,2.903,0.34,-52.165,251.291,3.961e-4,0.158
35.707,3.184e4,46.495,-9.885,2.328e4,9.766,2.842,0.34,-52.181,251.199,3.96e-4,0.156
35.757,3.185e4,46.001,-9.883,2.328e4,9.766,2.781,0.339,-52.196,251.109,3.959e-4,0.155
35.807,3.185e4,45.507,-9.882,2.328e4,9.766,2.718,0.339,-52.21,251.019,3.958e-4,0.153
35.857,3.186e4,45.013,-9.879,2.328e4,9.766,2.661,0.339,-52.225,250.93,3.957e-4,0.151
35.907,3.187e4,44.519,-9.875,2.328e4,9.766,2.605,0.339,-52.24,250.842,3.956e-4,0.15
35.957,3.188e4,44.025,-9.872,2.328e4,9.766,2.551,0.339,-52.254,250.755,3.955e-4,0.148
36.007,3.188e4,43.532,-9.87,2.328e4,9.766,2.493,0.339,-52.268,250.67,3.953e-4,0.146
36.057,3.189e4,43.038,-9.867,2.328e4,9.766,2.438,0.339,-52.282,250.585,3.952e-4,0.145
36.107,3.19e4,42.545,-9.865,2.328e4,9.766,2.382,0.339,-52.296,250.501,3.951e-4,0.143
36.157,3.19e4,42.052,-9.863,2.328e4,9.766,2.326,0.339,-52.31,250.418,3.95e-4,0.142
36.207,3.191e4,41.559,-9.86,2.328e4,9.766,2.274,0.339,-52.324,250.336,3.949e-4,0.14
36.257,3.192e4,41.066,-9.858,2.328e4,9.766,2.219,0.339,-52.337,250.255,3.948e-4,0.138
36.307,3.192e4,40.573,-9.855,2.328e4,9.766,2.17,0.339,-52.35,250.175,3.947e-4,0.137
36.357,3.193e4,40.08,-9.853,2.328e4,9.766,2.118,0.339,-52.363,250.095,3.946e-4,0.135
36.407,3.194e4,39.588,-9.851,2.328e4,9.766,2.065,0.339,-52.376,250.017,3.945e-4,0.133
36.457,3.194e4,39.095,-9.848,2.328e4,9.766,2.015,0.339,-52.389,249.94,3.944e-4,0.132
36.507,3.195e4,38.603,-9.846,2.328e4,9.766,1.966,0.339,-52.402,249.864,3.943e-4,0.13
36.557,3.196e4,38.111,-9.843,2.328e4,9.766,1.919,0.339,-52.414,249.789,3.942e-4,0.129
36.607,3.196e4,37.619,-9.842,2.328e4,9.766,1.869,0.339,-52.427,249.714,3.941e-4,0.127
36.657,3.197e4,37.127,-9.839,2.328e4,9.766,1.822,0.339,-52.439,249.641,3.94e-4,0.125
36.707,3.198e4,36.635,-9.838,2.328e4,9.766,1.772,0.339,-52.451,249.569,3.939e-4,0.124
36.757,3.198e4,36.143,-9.836,2.328e4,9.766,1.725,0.339,-52.463,249.497,3.938e-4,0.122
36.807,3.199e4,35.651,-9.834,2.328e4,9.766,1.679,0.339,-52.474,249.427,3.938e-4,0.12
36.857,3.199e4,35.159,-9.833,2.328e4,9.766,1.632,0.339,-52.486,249.357,3.937e-4,0.119
36.907,3.2e4,34.668,-9.831,2.328e4,9.766,1.588,0.339,-52.497,249.289,3.936e-4,0.117
36.957,3.2e4,34.176,-9.829,2.328e4,9.766,1.545,0.339,-52.508,249.221,3.935e-4,0.116
37.007,3.201e4,33.685,-9.828,2.328e4,9.766,1.497,0.339,-52.519,249.155,3.934e-4,0.114
37.057,3.202e4,33.194,-9.827,2.328e4,9.766,1.454,0.339,-52.53,249.089,3.933e-4,0.112
37.107,3.202e4,32.702,-9.825,2.328e4,9.766,1.412,0.339,-52.541,249.025,3.932e-4,0.111
37.157,3.203e4,32.211,-9.822,2.328e4,9.766,1.374,0.339,-52.551,248.961,3.932e-4,0.109
37.207,3.203e4,31.72,-9.82,2.328e4,9.766,1.332,0.339,-52.562,248.898,3.931e-4,0.107
37.257,3.204e4,31.229,-9.818,2.328e4,9.766,1.293,0.339,-52.572,248.836,3.93e-4,0.106
37.307,3.204e4,30.738,-9.816,2.328e4,9.766,1.257,0.339,-52.582,248.776,3.929e-4,0.104
37.357,3.205e4,30.247,-9.814,2.328e4,9.766,1.222,0.34,-52.592,248.716,3.928e-4,0.103
37.407,3.205e4,29.757,-9.811,2.328e4,9.766,1.19,0.341,-52.602,248.657,3.928e-4,0.101
37.457,3.206e4,29.266,-9.81,2.328e4,9.766,1.154,0.341,-52.611,248.599,3.927e-4,0.1
37.507,3.206e4,28.776,-9.809,2.328e4,9.766,1.121,0.342,-52.621,248.542,3.926e-4,0.098
37.557,3.207e4,28.285,-9.806,2.328e4,9.766,1.091,0.343,-52.63,248.486,3.925e-4,0.096
37.607,3.207e4,27.795,-9.805,2.328e4,9.766,1.057,0.344,-52.639,248.431,3.925e-4,0.095
37.657,3.208e4,27.305,-9.803,2.328e4,9.766,1.029,0.345,-52.648,248.377,3.924e-4,0.093
37.707,3.208e4,26.815,-9.801,2.328e4,9.766,0.997,0.346,-52.657,248.324,3.923e-4,0.092
37.757,3.208e4,26.325,-9.8,2.328e4,9.766,0.963,0.347,-52.666,248.272,3.923e-4,0.09
37.807,3.209e4,25.835,-9.799,2.328e4,9.766,0.932,0.348,-52.674,248.221,3.922e-4,0.088
37.857,3.209e4,25.345,-9.797,2.328e4,9.766,0.902,0.349,-52.682,248.17,3.921e-4,0.087
37.907,3.21e4,24.855,-9.796,2.328e4,9.766,0.871,0.35,-52.69,248.121,3.921e-4,0.085
37.957,3.21e4,24.365,-9.795,2.328e4,9.766,0.84,0.351,-52.698,248.073,3.92e-4,0.084
38.007,3.21e4,23.876,-9.793,2.328e4,9.766,0.815,0.352,-52.706,248.026,3.92e-4,0.082
38.057,3.211e4,23.386,-9.792,2.328e4,9.766,0.785,0.354,-52.714,247.979,3.919e-4,0.08
38.107,3.211e4,22.896,-9.79,2.328e4,9.766,0.759,0.355,-52.722,247.934,3.918e-4,0.079
38.157,3.212e4,22.407,-9.788,2.328e4,9.766,0.737,0.356,-52.729,247.889,3.918e-4,0.077
38.207,3.212e4,21.918,-9.787,2.328e4,9.766,0.708,0.357,-52.736,247.846,3.917e-4,0.076
38.257,3.212e4,21.428,-9.788,2.328e4,9.766,0.674,0.359,-52.743,247.803,3.917e-4,0.074
38.307,3.213e4,20.939,-9.787,2.328e4,9.766,0.647,0.36,-52.75,247.762,3.916e-4,0.072
38.357,3.213e4,20.45,-9.786,2.328e4,9.766,0.621,0.361,-52.757,247.721,3.916e-4,0.071
38.407,3.213e4,19.96,-9.785,2.328e4,9.766,0.596,0.363,-52.763,247.682,3.915e-4,0.069
38.457,3.214e4,19.471,-9.784,2.328e4,9.766,0.569,0.364,-52.77,247.643,3.915e-4,0.067
38.507,3.214e4,18.982,-9.782,2.328e4,9.766,0.549,0.365,-52.776,247.605,3.914e-4,0.066
38.557,3.214e4,18.493,-9.781,2.328e4,9.766,0.525,0.367,-52.782,247.568,3.914e-4,0.064
38.607,3.215e4,18.004,-9.78,2.328e4,9.766,0.502,0.369,-52.788,247.533,3.913e-4,0.063
38.657,3.215e4,17.515,-9.78,2.328e4,9.766,0.476,0.37,-52.794,247.498,3.913e-4,0.061
38.707,3.215e4,17.026,-9.778,2.328e4,9.766,0.459,0.372,-52.799,247.464,3.912e-4,0.06
38.757,3.215e4,16.537,-9.777,2.328e4,9.766,0.438,0.374,-52.805,247.431,3.912e-4,0.058
38.807,3.216e4,16.048,-9.777,2.328e4,9.766,0.413,0.376,-52.81,247.399,3.911e-4,0.056
38.857,3.216e4,15.559,-9.776,2.328e4,9.766,0.392,0.377,-52.815,247.368,3.911e-4,0.055
38.907,3.216e4,15.071,-9.774,2.328e4,9.766,0.376,0.379,-52.82,247.338,3.911e-4,0.053
38.957,3.216e4,14.582,-9.773,2.328e4,9.766,0.361,0.381,-52.825,247.309,3.91e-4,0.052
39.007,3.217e4,14.093,-9.772,2.328e4,9.766,0.343,0.383,-52.83,247.281,3.91e-4,0.05
39.057,3.217e4,13.605,-9.771,2.328e4,9.766,0.324,0.385,-52.834,247.254,3.91e-4,0.049
39.107,3.217e4,13.116,-9.768,2.328e4,9.766,0.317,0.387,-52.839,247.227,3.909e-4,0.047
39.157,3.217e4,12.628,-9.767,2.328e4,9.766,0.302,0.389,-52.843,247.202,3.909e-4,0.046
39.207,3.218e4,12.139,-9.764,2.328e4,9.766,0.299,0.391,-52.847,247.178,3.909e-4,0.045
39.257,3.218e4,11.651,-9.764,2.328e4,9.766,0.281,0.394,-52.851,247.154,3.908e-4,0.043
